name,team,GW,predicted_assists
James Ward-Prowse,Nott'm Forest,31,0.0
Jan Bednarek,Southampton,31,0.0
Jarell Quansah,Liverpool,31,0.0
Cole Palmer,Chelsea,31,0.0
Joe Worrall,Nott'm Forest,31,0.0
Joe Willock,Newcastle,31,0.0
Joe White,Newcastle,31,0.0
Chris Mepham,Bournemouth,31,0.0
Joe Gauci,Aston Villa,31,0.0
Joe Aribo,Southampton,31,0.0
Joachim Kayi-Sanda,Southampton,31,0.0
Jhon Durán,Aston Villa,31,0.0
Jeremy Sarmiento Morante,Brighton,31,0.0
Christian Nørgaard,Brentford,31,0.0
Jeffrey Schlupp,Crystal Palace,31,0.0
Jefferson Lerma Solís,Crystal Palace,31,0.0
Jean-Ricner Bellegarde,Wolves,31,0.0
Jean-Philippe Mateta,Crystal Palace,31,0.0
Christian Walton,Ipswich,31,0.0
Jayden Meghoma,Brentford,31,0.0
Jayden Danns,Liverpool,31,0.0
Jayce Fitzgerald,Man Utd,31,0.0
Jay Stansfield,Fulham,31,0.0
Jason Steele,Brighton,31,0.0
Christopher Nkunku,Chelsea,31,0.0
Iliman Ndiaye,Everton,31,0.0
Idrissa Gueye,Everton,31,0.0
Murillo Santiago Costa dos Santos,Nott'm Forest,31,0.0
Ethan Brierley,Brentford,31,0.0
Filip Jørgensen,Chelsea,31,0.0
Ferdi Kadioglu,Brighton,31,0.0
Felipe Rodrigues da Silva,Nott'm Forest,31,0.0
Federico Chiesa,Liverpool,31,0.0
Dominic Calvert-Lewin,Everton,31,0.0
Dominik Szoboszlai,Liverpool,31,0.0
Dwight McNeil,Everton,31,0.0
Ezra Mayers,West Ham,31,0.0
Evan Ferguson,Brighton,31,0.0
Eberechi Eze,Crystal Palace,31,0.0
Erling Haaland,Man City,31,0.0
Danny Ward,Leicester,31,0.0
Enzo Fernández,Chelsea,31,0.0
Enzo Barrenechea,Aston Villa,31,0.0
Enes Ünal,Bournemouth,31,0.0
Eddie Nketiah,Crystal Palace,31,0.0
Ederson Santana de Moraes,Man City,31,0.0
Emiliano Martínez Romero,Aston Villa,31,0.0
Emiliano Buendía Stati,Aston Villa,31,0.0
Emile Smith Rowe,Fulham,31,0.0
Emil Krafth,Newcastle,31,0.0
Emerson Palmieri dos Santos,West Ham,31,0.0
Divin Mubama,Man City,31,0.0
Franco Umeh-Chibueze,Crystal Palace,31,0.0
Freddie Ladapo,Ipswich,31,0.0
Fábio Silva,Wolves,31,0.0
Danny Welbeck,Brighton,31,0.0
Darwin Núñez Ribeiro,Liverpool,31,0.0
Hwang Hee-chan,Wolves,31,0.0
Hugo Bueno López,Wolves,31,0.0
David Datro Fofana,Chelsea,31,0.0
Harvey Davies,Liverpool,31,0.0
Harry Souttar,Leicester,31,0.0
Harry Amass,Man Utd,31,0.0
Dean Henderson,Crystal Palace,31,0.0
Hannibal Mejbri,Man Utd,31,0.0
Hamed Traorè,Bournemouth,31,0.0
Gustavo Nunes Fernandes Gomes,Brentford,31,0.0
Deivid Washington de Souza Eugênio,Chelsea,31,0.0
Giovani Lo Celso,Spurs,31,0.0
Georginio Rutter,Brighton,31,0.0
George Hirst,Ipswich,31,0.0
Deniz Undav,Brighton,31,0.0
George Earthy,West Ham,31,0.0
Garang Kuol,Newcastle,31,0.0
Destiny Udogie,Spurs,31,0.0
Gabriel Martinelli Silva,Arsenal,31,0.0
Joel Ward,Crystal Palace,31,0.0
John Ruddy,Newcastle,31,0.0
Jonathan Panzo,Nott'm Forest,31,0.0
Marcus Bettinelli,Chelsea,31,0.0
Mateo Kovačić,Man City,31,0.0
Matai Akinmboni,Bournemouth,31,0.0
Massimo Luongo,Ipswich,31,0.0
Mason Mount,Man Utd,31,0.0
Martin Ødegaard,Arsenal,31,0.0
Martin Sherif,Everton,31,0.0
Bilal El Khannouss,Leicester,31,0.0
Marcus Tavernier,Bournemouth,31,0.0
Bobby De Cordova-Reid,Leicester,31,0.0
Boubacar Kamara,Aston Villa,31,0.0
Manor Solomon,Spurs,31,0.0
Jordan Ayew,Leicester,31,0.0
Maldini Kacurri,Arsenal,31,0.0
Malcolm Ebiowei,Crystal Palace,31,0.0
Malang Sarr,Chelsea,31,0.0
Mahmoud Dahoud,Brighton,31,0.0
Brajan Gruda,Brighton,31,0.0
Mads Hermansen,Leicester,31,0.0
Luke Thomas,Leicester,31,0.0
Luis Díaz,Liverpool,31,0.0
Bryan Gil Salvatierra,Spurs,31,0.0
Bukayo Saka,Arsenal,31,0.0
Mateus Gonçalo Espanha Fernandes,Southampton,31,0.0
Mateusz Lis,Southampton,31,0.0
Benjamin White,Arsenal,31,0.0
Matheus Luiz Nunes,Man City,31,0.0
Moussa Diaby,Aston Villa,31,0.0
Ben Brereton Díaz,Southampton,31,0.0
Moisés Caicedo Corozo,Chelsea,31,0.0
Miodrag Pivaš,Newcastle,31,0.0
Min-Hyeok Yang,Spurs,31,0.0
Ben Doak,Liverpool,31,0.0
Ben Godfrey,Ipswich,31,0.0
Mikey Moore,Spurs,31,0.0
Ben Johnson,Ipswich,31,0.0
Michail Antonio,West Ham,31,0.0
Michael Keane,Everton,31,0.0
Michael Golding,Leicester,31,0.0
Maxwel Cornet,Southampton,31,0.0
Max Kinsey,Bournemouth,31,0.0
Ben Nelson,Leicester,31,0.0
Ben Winterburn,Bournemouth,31,0.0
Matty Cash,Aston Villa,31,0.0
Matt Targett,Newcastle,31,0.0
Matt Doherty,Wolves,31,0.0
Mats Wieffer,Brighton,31,0.0
Benjamin Arthur,Brentford,31,0.0
Lucas Bergström,Chelsea,31,0.0
Luca Williams-Barnett,Spurs,31,0.0
Caleb Kporha,Crystal Palace,31,0.0
Cameron Peupion,Brighton,31,0.0
Karl Hein,Arsenal,31,0.0
Kalvin Phillips,Ipswich,31,0.0
Kai Havertz,Arsenal,31,0.0
Kaelan Casey,West Ham,31,0.0
Carlos Baleba,Brighton,31,0.0
Jérémy Doku,Man City,31,0.0
Justin Kluivert,Bournemouth,31,0.0
Carlos Henrique Casimiro,Man Utd,31,0.0
Carlos Miguel dos Santos Pereira,Nott'm Forest,31,0.0
Julián Álvarez,Man City,31,0.0
Julián Araujo Zúñiga,Bournemouth,31,0.0
Julio Soler,Bournemouth,31,0.0
Carlos Soler,West Ham,31,0.0
Carlos Vinícius Alves Morais,Fulham,31,0.0
João Cavaco Cancelo,Man City,31,0.0
José Malheiro de Sá,Wolves,31,0.0
Aaron Hickey,Brentford,31,0.0
Charlie Taylor,Southampton,31,0.0
Chiedozie Ogbene,Ipswich,31,0.0
Jorge Luiz Frello Filho,Arsenal,31,0.0
Jorge Cuenca Barreno,Fulham,31,0.0
Kasey McAteer,Leicester,31,0.0
Kepa Arrizabalaga,Bournemouth,31,0.0
Lino da Cruz Sousa,Aston Villa,31,0.0
Cameron Humphreys,Ipswich,31,0.0
Caleb Okoli,Leicester,31,0.0
Caleb Wiley,Chelsea,31,0.0
Lewis O'Brien,Nott'm Forest,31,0.0
Callum Bates,Everton,31,0.0
Callum Wilson,Newcastle,31,0.0
Lewis Dobbin,Aston Villa,31,0.0
Levi Colwill,Chelsea,31,0.0
Calvin Bassey,Fulham,31,0.0
Leny Yoro,Man Utd,31,0.0
Leandro Trossard,Arsenal,31,0.0
Leander Dendoncker,Aston Villa,31,0.0
Kyle Walker-Peters,Southampton,31,0.0
Kurt Zouma,West Ham,31,0.0
Kristoffer Ajer,Brentford,31,0.0
Kortney Hause,Aston Villa,31,0.0
Konstantinos Tsimikas,Liverpool,31,0.0
Konstantinos Mavropanos,West Ham,31,0.0
Kobbie Mainoo,Man Utd,31,0.0
Killian Cahill,Brighton,31,0.0
Ki-Jana Hoever,Wolves,31,0.0
Cameron Burgess,Ipswich,31,0.0
Joshua Zirkzee,Man Utd,31,0.0
