name,team,GW,predicted_clean_sheets
Naouirou Ahamada,Crystal Palace,31,0.18443946069697906
Dominic Solanke-Mitchell,Spurs,31,0.18422814461815462
Brandon Austin,Spurs,31,0.1841594623251125
Tawanda Chirewa,Wolves,31,0.18395441609583255
Robin Olsen,Aston Villa,31,0.18388797395183343
Will Lankshear,Spurs,31,0.18339326838510198
Emmanuel Dennis,Nott'm Forest,31,0.18313404771341682
Ashley Phillips,Spurs,31,0.18287390915482812
Jeffrey Schlupp,Crystal Palace,31,0.1828672841242742
Alex Mighten,Nott'm Forest,31,0.18276615055380432
Jakub Moder,Brighton,31,0.18239988315875788
Hákon Valdimarsson,Brentford,31,0.18235345992623017
Tim Ream,Fulham,31,0.18231560289991605
Benjamin Arthur,Brentford,31,0.18183697791990663
Caleb Wiley,Chelsea,31,0.18176656875817093
Ethan Wheatley,Man Utd,31,0.1815874979272698
Max Kilman,West Ham,31,0.18151770717012916
Kaelan Casey,West Ham,31,0.1814963492102852
Felipe Rodrigues da Silva,Nott'm Forest,31,0.18133848865614755
Sil Swinkels,Aston Villa,31,0.18132764684353755
Ibrahim Osman,Brighton,31,0.1812904572144977
Trevoh Chalobah,Chelsea,31,0.1812619848318415
Jonathan Panzo,Nott'm Forest,31,0.1810854407963121
Saša Lukić,Fulham,31,0.18082968718244605
Vladimír Coufal,West Ham,31,0.18079379247110744
Bruno Borges Fernandes,Man Utd,31,0.18056339060876347
Pedro Cardoso de Lima,Wolves,31,0.1804584692205197
Mats Wieffer,Brighton,31,0.18025215366604455
Bryan Mbeumo,Brentford,31,0.18021045983157202
Rico Henry,Brentford,31,0.18009018574761224
Deivid Washington de Souza Eugênio,Chelsea,31,0.18001849797374972
Carlos Henrique Casimiro,Man Utd,31,0.17993530732235763
Sean Longstaff,Newcastle,31,0.17969412888350272
Reiss Nelson,Fulham,31,0.17960331526950615
David Ozoh,Crystal Palace,31,0.17955588146765483
Zach Marsh,Crystal Palace,31,0.17953365401470153
Wilson Odobert,Spurs,31,0.17940955964461605
Justin Devenny,Crystal Palace,31,0.17939309299288042
Aaron Wan-Bissaka,West Ham,31,0.17921550689356908
Enzo Fernández,Chelsea,31,0.17899659967189546
Manor Solomon,Spurs,31,0.17870918665684365
Emmanuel Agbadou,Wolves,31,0.17851379119929106
Daichi Kamada,Crystal Palace,31,0.1784068869281795
Josh Acheampong,Chelsea,31,0.17822189296210114
Jarrod Bowen,West Ham,31,0.1781807715633195
Vitaly Janelt,Brentford,31,0.17753746470709733
Ola Aina,Nott'm Forest,31,0.17732860069621387
Altay Bayindir,Man Utd,31,0.17727083052680334
Trevoh Chalobah,Crystal Palace,31,0.17692211686255316
Timo Werner,Spurs,31,0.17674561772753503
Min-Hyeok Yang,Spurs,31,0.1762978866819011
Joe White,Newcastle,31,0.17617589420188168
Gustavo Nunes Fernandes Gomes,Brentford,31,0.17616168074084607
Ramón Sosa,Nott'm Forest,31,0.1761146762478526
Lewis Miley,Newcastle,31,0.17610821665827628
Aaron Cresswell,West Ham,31,0.17559098388757227
Tony Yogane,Brentford,31,0.17543914449282277
Fraser Forster,Spurs,31,0.17527453683351996
Harry Wilson,Fulham,31,0.17521413308080855
Rodrigo Muniz Carvalho,Fulham,31,0.17502542511411207
Raúl Jiménez,Fulham,31,0.17456914155503045
Ethan Brierley,Brentford,31,0.17447440633629158
Leon Chiwome,Wolves,31,0.17439145306162918
Nélson Cabral Semedo,Wolves,31,0.17436874434744046
Diego Carlos Santos Silva,Aston Villa,31,0.17430300537115773
Harrison Reed,Fulham,31,0.1742594800102903
Lewis Dobbin,Aston Villa,31,0.17420930833161968
David Datro Fofana,Chelsea,31,0.17408630764332483
Robert Sánchez,Chelsea,31,0.17394183729067816
Cesare Casadei,Chelsea,31,0.17390746868145893
Sepp van den Berg,Brentford,31,0.17379417819452037
Joe Worrall,Nott'm Forest,31,0.17379016298654246
James Milner,Brighton,31,0.17349971129556885
Rob Holding,Crystal Palace,31,0.17314662092031086
Fábio Freitas Gouveia Carvalho,Brentford,31,0.1730713160828827
Georginio Rutter,Brighton,31,0.17284580994449295
Lewis O'Brien,Nott'm Forest,31,0.17278495485333722
Tom King,Wolves,31,0.17272919461806133
Ben Chilwell,Chelsea,31,0.17261085507553325
Cole Palmer,Chelsea,31,0.1722919836359251
Luca Williams-Barnett,Spurs,31,0.17218189801709352
Daniel Castelo Podence,Wolves,31,0.17195564326385984
Mark O’Mahony,Brighton,31,0.17193284201611175
Rasmus Højlund,Man Utd,31,0.1719177674001468
Kevin Schade,Brentford,31,0.1716602324520544
Marc Cucurella Saseta,Chelsea,31,0.17121943277694535
Aaron Hickey,Brentford,31,0.17104394993406313
Nick Pope,Newcastle,31,0.1709836203362956
Antonee Robinson,Fulham,31,0.1709489644484174
Brennan Johnson,Spurs,31,0.1709230946471363
Adrian Mazilu,Brighton,31,0.170573899904117
Odysseas Vlachodimos,Newcastle,31,0.17030215535695087
Omari Giraud-Hutchinson,Ipswich,31,0.079832007941673
Jens Cajuste,Ipswich,31,0.07812664014661266
Tom Cannon,Leicester,31,0.0780165712561883
João Neves Virgínia,Everton,31,0.07725804942375324
Mason Holgate,Everton,31,0.0772080243637048
Dara O'Shea,Ipswich,31,0.07687734570063094
Jacob Greaves,Ipswich,31,0.07657928828577475
Ross Stewart,Southampton,31,0.0763861735089697
Jan Bednarek,Southampton,31,0.07551822260763819
Adam Lallana,Southampton,31,0.07394649870112081
Corrie Ndaba,Ipswich,31,0.07278095693164774
Christian Walton,Ipswich,31,0.07200988499819849
Iliman Ndiaye,Everton,31,0.07143790118443169
Orel Mangala,Everton,31,0.0713036132849722
Marcus Myers-Harness,Ipswich,31,0.0702750578414027
Elkan Baggott,Ipswich,31,0.06966932635622347
Roman Dixon,Everton,31,0.06934841924304289
Bobby De Cordova-Reid,Leicester,31,0.06931615700047941
Victor Kristiansen,Leicester,31,0.06835145771919518
Sugawara Yukinari,Southampton,31,0.06760120318322818
Jack Stephens,Southampton,31,0.06734822810850552
Jack Taylor,Ipswich,31,0.06647925477830872
Danny Ward,Leicester,31,0.06624346405102469
Boubakary Soumaré,Leicester,31,0.06570787008939127
Cameron Archer,Southampton,31,0.06559999279309268
Samuel Amo-Ameyaw,Southampton,31,0.06548097770346573
Welington Damascena Santos,Southampton,31,0.06464515861669998
Patson Daka,Leicester,31,0.06446404716757918
Ronnie Edwards,Southampton,31,0.06426355377038488
Mads Hermansen,Leicester,31,0.06410275573937702
Abdoulaye Doucouré,Everton,31,0.0634044101348191
Ben Brereton Díaz,Southampton,31,0.0629525673968396
Jenson Metcalfe,Everton,31,0.06274234532836141
Arijanet Muric,Ipswich,31,0.06270766154798202
Massimo Luongo,Ipswich,31,0.06252929596233925
Mateusz Lis,Southampton,31,0.062228698289670224
Daniel Iversen,Leicester,31,0.062024443786173264
Thomas Wilson-Brown,Leicester,31,0.061414514887143334
Kyle Walker-Peters,Southampton,31,0.06137966062375377
Joe Lumley,Southampton,31,0.06123951182559003
Cameron Burgess,Ipswich,31,0.0607314154641203
Caleb Okoli,Leicester,31,0.060370605906796694
Facundo Buonanotte,Leicester,31,0.0594935722045635
Harry Winks,Leicester,31,0.05931351329350496
Martin Sherif,Everton,31,0.05906398622514217
Séamus Coleman,Everton,31,0.05741552860502861
Jordan Ayew,Leicester,31,0.05698387523267643
Nathan Wood-Gordon,Southampton,31,0.05683264804569681
Jack Harrison,Everton,31,0.05658652478877772
Freddie Ladapo,Ipswich,31,0.055967123373018964
Norberto Bercique Gomes Betuncal,Everton,31,0.055887818405473993
Flynn Downes,Southampton,31,0.05550463582162309
Henry Cartwright,Leicester,31,0.05484936770183838
Ben Johnson,Ipswich,31,0.05451608933449246
Lesley Ugochukwu,Southampton,31,0.05358439278108231
George Hirst,Ipswich,31,0.053222514418771384
Nathan Patterson,Everton,31,0.0526533122360543
Liam Delap,Ipswich,31,0.052432760431861916
Carlos Alcaraz Durán,Southampton,31,0.05051194215974869
Adam Armstrong,Southampton,31,0.050309005100392004
Wes Burns,Ipswich,31,0.050265587017163355
Joachim Kayi-Sanda,Southampton,31,0.050040331690820436
Jannik Vestergaard,Leicester,31,0.05
Vitalii Mykolenko,Everton,31,0.05
Cameron Humphreys,Ipswich,31,0.05
Jamie Vardy,Leicester,31,0.05
James Justin,Leicester,31,0.05
Wanya Marçal-Madivádua,Leicester,31,0.05
Cieran Slicker,Ipswich,31,0.05
Ali Al-Hamadi,Ipswich,31,0.05
James Tarkowski,Everton,31,0.05
Leif Davis,Ipswich,31,0.05
Samuel Edozie,Southampton,31,0.05
Alex McCarthy,Southampton,31,0.05
Abdul Fatawu,Leicester,31,0.05
Aaron Ramsdale,Southampton,31,0.05
Juan Larios López,Southampton,31,0.05
Joseph O'Brien-Whitmarsh,Southampton,31,0.05
Jordan Pickford,Everton,31,0.05
Paul Onuachu,Southampton,31,0.05
Kalvin Phillips,Ipswich,31,0.05
Youssef Ramalho Chermiti,Everton,31,0.05
Kamaldeen Sulemana,Southampton,31,0.05
Kasey McAteer,Leicester,31,0.05
Wilfred Ndidi,Leicester,31,0.05
Wout Faes,Leicester,31,0.05
Jesper Lindstrøm,Everton,31,0.05
Conor Coady,Leicester,31,0.05
James Garner,Everton,31,0.05
Dwight McNeil,Everton,31,0.05
Conor Chaplin,Ipswich,31,0.05
Jarrad Branthwaite,Everton,31,0.05
Will Alves,Leicester,31,0.05
Will Smallbone,Southampton,31,0.05
Ryan Fraser,Southampton,31,0.05
James Bree,Southampton,31,0.05
Harrison Armstrong,Everton,31,0.05
Sékou Mara,Southampton,31,0.05
Conor Townsend,Ipswich,31,0.05
Ben Godfrey,Ipswich,31,0.05
Maxwel Cornet,Southampton,31,0.05
Harry Souttar,Leicester,31,0.05
Stephy Mavididi,Leicester,31,0.05
Ben Nelson,Leicester,31,0.05
Harry Clarke,Ipswich,31,0.05
Shea Charles,Southampton,31,0.05
Jakub Stolarczyk,Leicester,31,0.05
Bilal El Khannouss,Leicester,31,0.05
Sam Morsy,Ipswich,31,0.05
Oliver Skipp,Leicester,31,0.05
Hamza Choudhury,Leicester,31,0.05
Sam Szmodics,Ipswich,31,0.05
George Edmundson,Ipswich,31,0.05
Odsonne Edouard,Leicester,31,0.05
Gavin Bazunu,Southampton,31,0.05
Ricardo Barbosa Pereira,Leicester,31,0.05
Callum Bates,Everton,31,0.05
Taylor Harwood-Bellis,Southampton,31,0.05
Tim Iroegbunam,Everton,31,0.05
Armando Broja,Everton,31,0.05
Armel Bella-Kotchap,Southampton,31,0.05
Jake O'Brien,Everton,31,0.05
Ryan Manning,Southampton,31,0.05
Nathan Broadhead,Ipswich,31,0.05
Ashley Young,Everton,31,0.05
Asmir Begovic,Everton,31,0.05
Jack Clarke,Ipswich,31,0.05
Chiedozie Ogbene,Ipswich,31,0.05
Luke Thomas,Leicester,31,0.05
Axel Tuanzebe,Ipswich,31,0.05
Charlie Taylor,Southampton,31,0.05
Luke Woolfenden,Ipswich,31,0.05
Neal Maupay,Everton,31,0.05
Michael Keane,Everton,31,0.05
Idrissa Gueye,Everton,31,0.05
Michael Golding,Leicester,31,0.05
Dominic Calvert-Lewin,Everton,31,0.05
