name,team,position,GW,predicted_goals,minutes,raw_predicted_goals,blended_prediction,min_probability
Eric da Silva Moreira,Nott'm Forest,MID,31,0.03,1.3333333333333333,0.0,0.026724673710379118,0.024
Romain Faivre,Bournemouth,MID,31,0.03,0.0,0.0,0.026724673710379118,0.024
Tom Cairney,Fulham,MID,31,0.03,17.476190476190474,0.0,0.026724673710379118,0.03495238095238095
Samuel Amo-Ameyaw,Southampton,MID,31,0.03,1.2380952380952381,0.0,0.026724673710379118,0.024
Mikey Moore,Spurs,MID,31,0.03,3.9047619047619047,0.0,0.026724673710379118,0.024
James Ward-Prowse,West Ham,MID,31,0.03,8.0,0.0005,0.026974673710379118,0.024
Tyrone Mings,Aston Villa,DEF,31,0.02,16.19047619047619,0.0,0.007349808265871325,0.01619047619047619
James Bree,Southampton,DEF,31,0.02,19.0,0.0,0.007349808265871325,0.019
Jakub Kiwior,Arsenal,DEF,31,0.02,15.380952380952381,0.0,0.007349808265871325,0.015380952380952382
Tariq Lamptey,Brighton,DEF,31,0.02,16.523809523809526,0.0,0.007349808265871325,0.016523809523809524
Leny Yoro,Man Utd,DEF,31,0.02,15.619047619047619,0.00041666666666666664,0.007558141599204658,0.01561904761904762
Julián Araujo Zúñiga,Bournemouth,DEF,31,0.02,16.761904761904763,0.0,0.007349808265871325,0.016761904761904763
Ferdi Kadioglu,Brighton,DEF,31,0.02,20.263157894736842,0.00045454545454545455,0.007577080993144052,0.02026315789473684
Axel Disasi,Chelsea,DEF,31,0.02,16.666666666666668,0.0,0.007349808265871325,0.016666666666666666
Kieran Trippier,Newcastle,DEF,31,0.02,22.952380952380953,0.0,0.007349808265871325,0.022952380952380953
Felipe Rodrigues da Silva,Nott'm Forest,DEF,31,0.02,21.833333333333332,0.0,0.007349808265871325,0.021833333333333333
Harry Clarke,Ipswich,DEF,31,0.02,17.952380952380953,0.0,0.007349808265871325,0.017952380952380952
John Stones,Man City,DEF,31,0.02,15.619047619047619,0.0,0.007349808265871325,0.01561904761904762
Nathaniel Clyne,Crystal Palace,DEF,31,0.02,18.523809523809526,0.0,0.007349808265871325,0.018523809523809522
Yerson Mosquera,Wolves,DEF,31,0.02,21.0,0.00045454545454545455,0.007577080993144052,0.020999999999999998
Djed Spence,Spurs,DEF,31,0.02,23.80952380952381,0.0,0.007349808265871325,0.02380952380952381
Ezra Mayers,West Ham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Alfie Pond,Wolves,DEF,31,0.01,0.0625,0.0,0.007349808265871325,0.012
Alex Murphy,Newcastle,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Maldini Kacurri,Arsenal,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Jonny Evans,Man Utd,DEF,31,0.01,13.714285714285714,0.0,0.007349808265871325,0.013714285714285714
Antonín Kinsky,Spurs,GK,31,0.01,90.0,0.0,0.0,0.01
Kaine Kesler-Hayden,Aston Villa,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Welington Damascena Santos,Southampton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Issa Kaboré,Man City,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Jayden Meghoma,Brentford,DEF,31,0.01,0.2222222222222222,0.0,0.007349808265871325,0.012
Ryan Sessegnon,Fulham,DEF,31,0.01,0.23809523809523808,0.0,0.007349808265871325,0.012
Rob Holding,Crystal Palace,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Mads Hermansen,Leicester,GK,31,0.01,66.42857142857143,0.0007142857142857143,0.00035714285714285714,0.01
Rico Henry,Brentford,DEF,31,0.01,0.14285714285714285,0.0,0.007349808265871325,0.012
Joel Ward,Crystal Palace,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Josh Nichols,Arsenal,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Joachim Kayi-Sanda,Southampton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Caleb Kporha,Crystal Palace,DEF,31,0.01,0.7333333333333333,0.0,0.007349808265871325,0.012
Matai Akinmboni,Bournemouth,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Jahmai Simpson-Pusey,Man City,DEF,31,0.01,7.916666666666667,0.0,0.007349808265871325,0.012
José Malheiro de Sá,Wolves,GK,31,0.01,60.0,0.0,0.0,0.01
Ollie Scarles,West Ham,DEF,31,0.01,3.909090909090909,0.0,0.007349808265871325,0.012
Harry Amass,Man Utd,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Josh Wilson-Esbrand,Man City,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Julio Soler,Bournemouth,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Séamus Coleman,Everton,DEF,31,0.01,9.8,0.00041666666666666664,0.007558141599204658,0.012
George Edmundson,Ipswich,DEF,31,0.01,0.047619047619047616,0.0,0.007349808265871325,0.012
Tomiyasu Takehiro,Arsenal,DEF,31,0.01,0.2857142857142857,0.0,0.007349808265871325,0.012
Imari Samuels,Brighton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ben Godfrey,Ipswich,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Roman Dixon,Everton,DEF,31,0.01,4.7368421052631575,0.0,0.007349808265871325,0.012
João Cavaco Cancelo,Man City,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Wes Okoduwa,Wolves,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Joe Worrall,Nott'm Forest,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Thomas Wilson-Brown,Leicester,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Benoît Badiashile,Chelsea,DEF,31,0.01,11.761904761904763,0.0,0.007349808265871325,0.012
Jacob Slater,Brighton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Adam Webster,Brighton,DEF,31,0.01,7.809523809523809,0.0,0.007349808265871325,0.012
Samuel Amissah,Fulham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Alphonse Areola,West Ham,GK,31,0.01,43.285714285714285,0.0,0.0,0.007214285714285715
Bastien Meupiyou,Wolves,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ruairi McConville,Brighton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Amara Nallo,Liverpool,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Godwill Kukonki,Man Utd,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Max Kinsey,Bournemouth,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kaelan Casey,West Ham,DEF,31,0.01,0.05263157894736842,0.0,0.007349808265871325,0.012
Miodrag Pivaš,Newcastle,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Luke Thomas,Leicester,DEF,31,0.01,8.523809523809524,0.0,0.007349808265871325,0.012
Sil Swinkels,Aston Villa,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Maeson King,Spurs,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Alfie Dorrington,Spurs,DEF,31,0.01,2.1666666666666665,0.0,0.007349808265871325,0.012
Zach Abbott,Nott'm Forest,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Arijanet Muric,Ipswich,GK,31,0.01,72.85714285714286,0.002109002109002109,0.0010545010545010545,0.01
Caoimhin Kelleher,Liverpool,GK,31,0.01,36.0,0.0015384615384615385,0.0007692307692307692,0.006
Odeluga Offiah,Brighton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Lino da Cruz Sousa,Aston Villa,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Aaron Ramsdale,Southampton,GK,31,0.01,66.3157894736842,0.0007142857142857143,0.00035714285714285714,0.01
Malachi Hardy,Spurs,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Benjamin Arthur,Brentford,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Emerson Leite de Souza Junior,Spurs,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Sam Johnstone,Wolves,GK,31,0.01,33.1578947368421,0.0,0.0,0.005526315789473684
Max Alleyne,Man City,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Archie Harris,Bournemouth,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ayden Heaven,Arsenal,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kepa Arrizabalaga,Bournemouth,GK,31,0.01,66.3157894736842,0.0017142857142857142,0.0008571428571428571,0.01
Trevoh Chalobah,Chelsea,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Tim Ream,Fulham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ian Maatsen,Aston Villa,DEF,31,0.01,14.428571428571429,0.0,0.007349808265871325,0.014428571428571428
James Hill,Bournemouth,DEF,31,0.01,8.380952380952381,0.0005,0.007599808265871325,0.012
Mason Holgate,Everton,DEF,31,0.01,0.25,0.0,0.007349808265871325,0.012
Ashley Phillips,Spurs,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Emiliano Martínez Romero,Aston Villa,GK,31,0.01,87.85714285714286,0.0,0.0,0.01
Konstantinos Tsimikas,Liverpool,DEF,31,0.01,13.65,0.0,0.007349808265871325,0.01365
Pedro Cardoso de Lima,Wolves,DEF,31,0.01,2.761904761904762,0.0,0.007349808265871325,0.012
Łukasz Fabiański,West Ham,GK,31,0.01,46.666666666666664,0.0,0.0,0.007777777777777778
Nick Pope,Newcastle,GK,31,0.01,64.28571428571429,0.0022527472527472526,0.0011263736263736263,0.01
Chadi Riad Dnanou,Crystal Palace,DEF,31,0.01,4.285714285714286,0.0,0.007349808265871325,0.012
Mathias Jorgensen,Brentford,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kurt Zouma,West Ham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Harry Souttar,Leicester,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ben Nelson,Leicester,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Álex Moreno Lopera,Aston Villa,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Tyrell Malacia,Man Utd,DEF,31,0.01,4.285714285714286,0.0,0.007349808265871325,0.012
Norberto Murara Neto,Bournemouth,GK,31,0.01,90.0,0.0,0.0,0.01
Nathaniel Phillips,Liverpool,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kim Ji-soo,Brentford,DEF,31,0.01,1.2857142857142858,0.0,0.007349808265871325,0.012
Ben Davies,Spurs,DEF,31,0.01,12.857142857142858,0.0,0.007349808265871325,0.012857142857142857
Guglielmo Vicario,Spurs,GK,31,0.01,51.42857142857143,0.0,0.0,0.008571428571428572
André Onana,Man Utd,GK,31,0.01,90.0,0.0,0.0,0.01
Jamal Lewis,Newcastle,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Matt Targett,Newcastle,DEF,31,0.01,0.5714285714285714,0.0,0.007349808265871325,0.012
Chris Mepham,Bournemouth,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Charlie Taylor,Southampton,DEF,31,0.01,12.523809523809524,0.0,0.007349808265871325,0.012523809523809524
Alfie Gilchrist,Chelsea,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Nayef Aguerd,West Ham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
David Raya Martin,Arsenal,GK,31,0.01,90.0,0.0007142857142857143,0.00035714285714285714,0.01
Ben Mee,Brentford,DEF,31,0.01,8.285714285714286,0.0,0.007349808265871325,0.012
Ronnie Edwards,Southampton,DEF,31,0.01,0.5714285714285714,0.0,0.007349808265871325,0.012
Jordan Pickford,Everton,GK,31,0.01,90.0,0.0,0.0,0.01
Hugo Bueno López,Wolves,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Sven Botman,Newcastle,DEF,31,0.01,8.571428571428571,0.0,0.007349808265871325,0.012
Jamaal Lascelles,Newcastle,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Bernd Leno,Fulham,GK,31,0.01,90.0,0.0,0.0,0.01
Luke Shaw,Man Utd,DEF,31,0.01,3.238095238095238,0.0,0.007349808265871325,0.012
Andrew Omobamidele,Nott'm Forest,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Alisson Ramses Becker,Liverpool,GK,31,0.01,53.4,0.0,0.0,0.0089
Aaron Hickey,Brentford,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ederson Santana de Moraes,Man City,GK,31,0.01,55.714285714285715,0.0,0.0,0.009285714285714286
Dean Henderson,Crystal Palace,GK,31,0.01,90.0,0.0,0.0,0.01
Ki-Jana Hoever,Wolves,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Oleksandr Zinchenko,Arsenal,DEF,31,0.01,11.333333333333334,0.0,0.007349808265871325,0.012
Reece James,Chelsea,DEF,31,0.01,13.047619047619047,0.0,0.007349808265871325,0.013047619047619047
Jarell Quansah,Liverpool,DEF,31,0.01,11.25,0.0,0.007349808265871325,0.012
Corrie Ndaba,Ipswich,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Conor Bradley,Liverpool,DEF,31,0.01,11.75,0.0,0.007349808265871325,0.012
Kortney Hause,Aston Villa,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Mark Flekken,Brentford,GK,31,0.01,87.38095238095238,0.0,0.0,0.01
Jorge Cuenca Barreno,Fulham,DEF,31,0.01,4.428571428571429,0.0,0.007349808265871325,0.012
Sepp van den Berg,Liverpool,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Sergio Reguilón,Spurs,DEF,31,0.01,4.0476190476190474,0.0,0.007349808265871325,0.012
Valentín Barco,Brighton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Max Aarons,Bournemouth,DEF,31,0.01,4.0,0.0,0.007349808265871325,0.012
Rhys Williams,Liverpool,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kieran Tierney,Arsenal,DEF,31,0.01,0.6190476190476191,0.0,0.007349808265871325,0.012
Lamare Bogarde,Aston Villa,DEF,31,0.01,10.142857142857142,0.0,0.007349808265871325,0.012
Victor Lindelöf,Man Utd,DEF,31,0.01,2.8095238095238093,0.0,0.007349808265871325,0.012
Willy Boly,Nott'm Forest,DEF,31,0.01,5.380952380952381,0.0,0.007349808265871325,0.012
Armel Bella-Kotchap,Southampton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Jonathan Panzo,Nott'm Forest,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Ben Chilwell,Chelsea,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Jake O'Brien,Everton,DEF,31,0.01,2.05,0.0,0.007349808265871325,0.012
Ricardo Barbosa Pereira,Leicester,DEF,31,0.01,6.9523809523809526,0.0,0.007349808265871325,0.012
Conor Townsend,Ipswich,DEF,31,0.01,0.047619047619047616,0.0,0.007349808265871325,0.012
Robert Sánchez,Chelsea,GK,31,0.01,81.42857142857143,0.0,0.0,0.01
Malang Sarr,Chelsea,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Kosta Nedeljković,Aston Villa,DEF,31,0.01,5.428571428571429,0.0,0.007349808265871325,0.012
Stefan Ortega Moreno,Man City,GK,31,0.01,34.285714285714285,0.0,0.0,0.005714285714285714
Kevin Mbabu,Fulham,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Elkan Baggott,Ipswich,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Bart Verbruggen,Brighton,GK,31,0.01,81.42857142857143,0.0005555555555555556,0.0002777777777777778,0.01
Emil Krafth,Newcastle,DEF,31,0.01,11.428571428571429,0.0,0.007349808265871325,0.012
Lloyd Kelly,Newcastle,DEF,31,0.01,14.095238095238095,0.0,0.007349808265871325,0.014095238095238095
Omar Richards,Nott'm Forest,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Caleb Wiley,Chelsea,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Aaron Cresswell,West Ham,DEF,31,0.01,2.8095238095238093,0.0,0.007349808265871325,0.012
Nathan Patterson,Everton,DEF,31,0.01,4.25,0.0,0.007349808265871325,0.012
Juan Larios López,Southampton,DEF,31,0.01,0.0,0.0,0.007349808265871325,0.012
Matz Sels,Nott'm Forest,GK,31,0.01,90.0,0.0,0.0,0.01
Harry Toffolo,Nott'm Forest,DEF,31,0.01,2.142857142857143,0.0,0.007349808265871325,0.012
Steven Benda,Fulham,GK,31,0.0,0.0,0.0,0.0,0.002
Asmir Begovic,Everton,GK,31,0.0,0.0,0.0,0.0,0.002
Alex Paulsen,Bournemouth,GK,31,0.0,0.0,0.0,0.0,0.002
Viljami Sinisalo,Aston Villa,GK,31,0.0,0.0,0.0,0.0,0.002
Carl Rushworth,Brighton,GK,31,0.0,0.0,0.0,0.0,0.002
Alex McCarthy,Southampton,GK,31,0.0,17.142857142857142,0.0,0.0,0.002857142857142857
Tom King,Wolves,GK,31,0.0,0.0,0.0,0.0,0.002
Jason Steele,Brighton,GK,31,0.0,8.571428571428571,0.0,0.0,0.002
Joe Gauci,Aston Villa,GK,31,0.0,0.0,0.0,0.0,0.002
Alfie Whiteman,Spurs,GK,31,0.0,0.0,0.0,0.0,0.002
Martin Dúbravka,Newcastle,GK,31,0.0,25.714285714285715,0.0,0.0,0.004285714285714286
Daniel Bentley,Wolves,GK,31,0.0,0.0,0.0,0.0,0.002
Marcus Bettinelli,Chelsea,GK,31,0.0,0.0,0.0,0.0,0.002
Robin Olsen,Aston Villa,GK,31,0.0,2.142857142857143,0.0,0.0,0.002
Wayne Hennessey,Nott'm Forest,GK,31,0.0,0.0,0.0,0.0,0.002
Spike Brits,Man City,GK,31,0.0,0.0,0.0,0.0,0.002
Danny Ward,Leicester,GK,31,0.0,6.428571428571429,0.0,0.0,0.002
Hákon Valdimarsson,Brentford,GK,31,0.0,2.5714285714285716,0.0,0.0,0.002
João Neves Virgínia,Everton,GK,31,0.0,0.0,0.0,0.0,0.002
Gavin Bazunu,Southampton,GK,31,0.0,0.0,0.0,0.0,0.002
Brandon Austin,Spurs,GK,31,0.0,4.285714285714286,0.0,0.0,0.002
Tom Heaton,Man Utd,GK,31,0.0,0.0,0.0,0.0,0.002
John Ruddy,Newcastle,GK,31,0.0,0.0,0.0,0.0,0.002
Odysseas Vlachodimos,Newcastle,GK,31,0.0,0.0,0.0,0.0,0.002
Filip Marschall,Aston Villa,GK,31,0.0,0.0,0.0,0.0,0.002
Altay Bayindir,Man Utd,GK,31,0.0,0.0,0.0,0.0,0.002
Tommy Setford,Arsenal,GK,31,0.0,0.0,0.0,0.0,0.002
Oliwier Zych,Aston Villa,GK,31,0.0,0.0,0.0,0.0,0.002
Christian Walton,Ipswich,GK,31,0.0,17.142857142857142,0.0,0.0,0.002857142857142857
Will Dennis,Bournemouth,GK,31,0.0,0.0,0.0,0.0,0.002
Joe Lumley,Southampton,GK,31,0.0,12.857142857142858,0.0,0.0,0.002142857142857143
Norberto Murara Neto,Arsenal,GK,31,0.0,0.0,0.0,0.0,0.002
Karl Hein,Arsenal,GK,31,0.0,0.0,0.0,0.0,0.002
Cieran Slicker,Ipswich,GK,31,0.0,0.0,0.0,0.0,0.002
Matt Turner,Nott'm Forest,GK,31,0.0,0.0,0.0,0.0,0.002
Jakub Stolarczyk,Leicester,GK,31,0.0,17.142857142857142,0.0,0.0,0.002857142857142857
Vítezslav Jaros,Liverpool,GK,31,0.0,0.6875,0.0,0.0,0.002
Matt Turner,Crystal Palace,GK,31,0.0,0.0,0.0,0.0,0.002
Đorđe Petrović,Chelsea,GK,31,0.0,0.0,0.0,0.0,0.002
Harvey Davies,Liverpool,GK,31,0.0,0.0,0.0,0.0,0.002
Killian Cahill,Brighton,GK,31,0.0,0.0,0.0,0.0,0.002
Scott Carson,Man City,GK,31,0.0,0.0,0.0,0.0,0.002
Aaron Ramsdale,Arsenal,GK,31,0.0,0.0,0.0,0.0,0.002
Fraser Forster,Spurs,GK,31,0.0,30.0,0.003701298701298701,0.0018506493506493505,0.005
Remi Matthews,Crystal Palace,GK,31,0.0,0.0,0.0,0.0,0.002
Mateusz Lis,Southampton,GK,31,0.0,0.0,0.0,0.0,0.002
Lucas Bergström,Chelsea,GK,31,0.0,0.0,0.0,0.0,0.002
Daniel Iversen,Leicester,GK,31,0.0,0.0,0.0,0.0,0.002
Kepa Arrizabalaga,Chelsea,GK,31,0.0,0.0,0.0,0.0,0.002
Mark Travers,Bournemouth,GK,31,0.0,21.428571428571427,0.0,0.0,0.003571428571428571
Sam Johnstone,Crystal Palace,GK,31,0.0,0.0,0.0,0.0,0.002
Wes Foderingham,West Ham,GK,31,0.0,0.0,0.0,0.0,0.002
Carlos Miguel dos Santos Pereira,Nott'm Forest,GK,31,0.0,0.0,0.0,0.0,0.002
Filip Jørgensen,Chelsea,GK,31,0.0,8.571428571428571,0.0,0.0,0.002
