name,team,minutes,xP,threat,bps,transfers_in,expected_goals,GW,predicted_goals
Fraser Forster,Spurs,30.0,1.1666666666666667,0.0,3.0476190476190474,4827.666666666667,0.0,22,0.001
Elliot Anderson,Nott'm Forest,61.285714285714285,2.3095238095238093,8.80952380952381,14.19047619047619,2329.8571428571427,0.05,22,0.001
Oscar Bobb,Man City,0.0,0.004761904761904762,0.0,0.0,145.61904761904762,0.0,22,0.001
Issa Diop,Fulham,50.714285714285715,1.0333333333333332,3.6666666666666665,5.238095238095238,1294.0,0.024285714285714285,22,0.001
Jesper Lindstrøm,Everton,33.0,1.25,8.2,4.7,170.25,0.087,22,0.001
Harry Souttar,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Pedro Cardoso de Lima,Wolves,2.761904761904762,-0.09523809523809523,0.09523809523809523,0.047619047619047616,5651.285714285715,0.0,22,0.001
William Osula,Newcastle,1.9047619047619047,0.32857142857142857,0.19047619047619047,0.9047619047619048,1085.952380952381,0.0,22,0.001
Matty Cash,Aston Villa,51.333333333333336,1.0714285714285714,4.380952380952381,5.333333333333333,7631.619047619048,0.010476190476190476,22,0.001
Mathias Jorgensen,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Pierre-Emile Højbjerg,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Adam Lallana,Southampton,15.333333333333334,-0.004761904761904763,1.0,3.1904761904761907,158.57142857142858,0.0071428571428571435,22,0.001
Nathan Collins,Brentford,90.0,2.8190476190476192,10.142857142857142,13.285714285714286,22779.95238095238,0.10095238095238096,22,0.001
Marc Guéhi,Crystal Palace,85.71428571428571,2.5523809523809526,7.0,13.095238095238095,31029.714285714286,0.0680952380952381,22,0.001
Alex Scott,Bournemouth,12.285714285714286,0.4428571428571429,1.0,2.5714285714285716,115.0952380952381,0.005714285714285715,22,0.001
Filip Jørgensen,Chelsea,8.571428571428571,0.5142857142857143,0.0,0.6190476190476191,690.2380952380952,0.0,22,0.001
Filip Marschall,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Jean-Clair Todibo,West Ham,41.095238095238095,0.9904761904761905,0.7619047619047619,5.142857142857143,816.0,0.004761904761904762,22,0.001
Chris Mepham,Bournemouth,0.0,0.06666666666666667,0.0,0.0,13.666666666666666,0.0,22,0.001
Jorge Cuenca Barreno,Fulham,4.428571428571429,0.20476190476190476,0.0,0.8095238095238095,93.23809523809524,0.0,22,0.001
Rico Lewis,Man City,65.80952380952381,2.7714285714285714,5.809523809523809,9.0,118603.52380952382,0.05238095238095238,22,0.001
Julián Araujo Zúñiga,Bournemouth,16.761904761904763,0.35238095238095235,0.09523809523809523,0.5238095238095238,517.5238095238095,0.0,22,0.001
Murillo Santiago Costa dos Santos,Nott'm Forest,84.61904761904762,3.5238095238095237,6.333333333333333,15.619047619047619,26522.0,0.05095238095238096,22,0.001
James Tarkowski,Everton,89.55,3.0949999999999998,6.6,12.65,9883.1,0.037,22,0.001
Joël Veltman,Brighton,61.38095238095238,2.0904761904761906,1.0,10.714285714285714,29536.52380952381,0.006190476190476191,22,0.001
Jaidon Anthony,Bournemouth,0.0,0.023809523809523808,0.0,0.0,399.0952380952381,0.0,22,0.001
Kamaldeen Sulemana,Southampton,11.714285714285714,-0.1,2.4285714285714284,1.619047619047619,43.04761904761905,0.01619047619047619,22,0.001
Timo Werner,Spurs,23.61904761904762,1.7857142857142858,5.380952380952381,5.571428571428571,670.1904761904761,0.049523809523809526,22,0.001
Tyrone Mings,Aston Villa,16.19047619047619,0.16666666666666666,0.8571428571428571,2.9047619047619047,657.1428571428571,0.01,22,0.001
Matz Sels,Nott'm Forest,90.0,4.319047619047619,0.0,15.80952380952381,89161.09523809524,0.0,22,0.001
Ryan Yates,Nott'm Forest,66.61904761904762,1.9047619047619047,8.714285714285714,9.619047619047619,2739.0,0.0819047619047619,22,0.001
Sam Szmodics,Ipswich,46.42857142857143,2.157142857142857,12.523809523809524,7.523809523809524,5141.428571428572,0.1638095238095238,22,0.001
Malo Gusto,Chelsea,58.95238095238095,1.5761904761904764,5.095238095238095,6.857142857142857,15039.285714285714,0.05857142857142857,22,0.001
Hwang Ui-jo,Nott'm Forest,0.0,0.07142857142857142,0.0,0.0,15110.857142857143,0.0,22,0.001
Jan Paul van Hecke,Brighton,76.66666666666667,1.8666666666666667,3.9523809523809526,11.904761904761905,9521.809523809523,0.03571428571428571,22,0.001
Matt Targett,Newcastle,0.5714285714285714,0.08095238095238096,0.0,0.14285714285714285,1513.857142857143,0.0,22,0.001
David Brooks,Bournemouth,16.0,1.1666666666666667,6.142857142857143,5.095238095238095,225.57142857142858,0.05428571428571429,22,0.001
Tosin Adarabioyo,Chelsea,30.476190476190474,1.180952380952381,1.7619047619047619,5.095238095238095,2359.4761904761904,0.014761904761904763,22,0.001
Solly March,Brighton,0.09523809523809523,0.009523809523809525,0.19047619047619047,0.19047619047619047,144.9047619047619,0.0033333333333333335,22,0.001
Manor Solomon,Spurs,0.0,0.11904761904761904,0.0,0.0,22.857142857142858,0.0,22,0.001
Marcus Rashford,Man Utd,46.42857142857143,3.038095238095238,9.238095238095237,8.857142857142858,32478.04761904762,0.0761904761904762,22,0.001
Kieran Trippier,Newcastle,22.952380952380953,0.861904761904762,0.6190476190476191,4.857142857142857,6564.380952380952,0.0014285714285714286,22,0.001
John Stones,Man City,15.619047619047619,1.5857142857142856,3.3333333333333335,3.0,8978.333333333334,0.028571428571428574,22,0.001
Sam Morsy,Ipswich,77.71428571428571,1.8523809523809522,1.0952380952380953,12.428571428571429,1960.7619047619048,0.013809523809523811,22,0.001
Lewis Hall,Newcastle,79.85714285714286,3.5714285714285716,5.333333333333333,17.952380952380953,123428.0,0.018095238095238095,22,0.001
Marc Guiu Paz,Chelsea,1.5714285714285714,0.3238095238095238,0.0,0.23809523809523808,4918.666666666667,0.0,22,0.001
Tom Cannon,Leicester,0.0,0.0,0.0,0.0,2341.7619047619046,0.0,22,0.001
Ben Davies,Spurs,12.857142857142858,0.5190476190476191,0.09523809523809523,2.4285714285714284,569.5238095238095,0.0,22,0.001
Tyler Morton,Liverpool,0.0,0.775,0.0,0.0,1435.45,0.0,22,0.001
Matheus França de Oliveira,Crystal Palace,0.0,0.0,0.0,0.0,5815.285714285715,0.0,22,0.001
Calvin Bassey,Fulham,85.71428571428571,1.7999999999999998,2.7142857142857144,10.142857142857142,3481.8571428571427,0.018571428571428572,22,0.001
Eddie Nketiah,Arsenal,0.0,2.0,0.0,0.0,1198.0,0.0,22,0.001
Andreas Hoelgebaum Pereira,Fulham,59.19047619047619,2.0428571428571427,10.428571428571429,10.952380952380953,6602.380952380952,0.14476190476190476,22,0.001
Amadou Onana,Aston Villa,47.476190476190474,1.5904761904761904,8.571428571428571,8.666666666666666,68400.76190476191,0.0880952380952381,22,0.001
Reiss Nelson,Arsenal,1.0,2.05,0.0,1.5,126.0,0.0,22,0.001
Nathaniel Phillips,Liverpool,0.0,0.125,0.0,0.0,201.3,0.0,22,0.001
Corrie Ndaba,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Jenson Metcalfe,Everton,0.0,0.05,0.0,0.0,38.85,0.0,22,0.001
Wout Faes,Leicester,65.33333333333333,1.1333333333333333,3.4761904761904763,5.380952380952381,65850.57142857143,0.04476190476190477,22,0.001
Simon Adingra,Brighton,25.952380952380953,1.361904761904762,7.142857142857143,5.333333333333333,5405.476190476191,0.06666666666666668,22,0.001
Ben Mee,Brentford,8.285714285714286,0.18571428571428572,0.2857142857142857,1.0952380952380953,1198.2380952380952,0.0,22,0.001
Leon Chiwome,Wolves,0.0,-0.09523809523809523,0.0,0.0,26708.47619047619,0.0,22,0.001
Eric da Silva Moreira,Nott'm Forest,1.3333333333333333,-0.014285714285714287,0.0,0.42857142857142855,704.0952380952381,0.0,22,0.001
Luis Guilherme Lira dos Santos,West Ham,1.8095238095238095,0.06190476190476189,0.19047619047619047,0.7619047619047619,99.0,0.0014285714285714286,22,0.001
Joe Hodge,Wolves,0.0,0.0,0.0,0.0,832.4761904761905,0.0,22,0.001
Harrison Armstrong,Everton,2.35,0.08,0.45,0.05,1631.1,0.0185,22,0.001
Carney Chukwuemeka,Chelsea,0.0,0.26666666666666666,0.0,0.0,216.28571428571428,0.0,22,0.001
Tom King,Wolves,0.0,-0.09523809523809523,0.0,0.0,3980.6666666666665,0.0,22,0.001
Leny Yoro,Man Utd,15.619047619047619,0.1523809523809524,1.5714285714285714,0.7619047619047619,1513.7142857142858,0.027142857142857146,22,0.001
Danilo dos Santos de Oliveira,Nott'm Forest,0.6666666666666666,0.023809523809523815,0.0,0.047619047619047616,38.333333333333336,0.0,22,0.001
Pedro Lomba Neto,Chelsea,47.95238095238095,1.9952380952380953,9.666666666666666,7.761904761904762,11738.52380952381,0.04333333333333333,22,0.001
Ian Maatsen,Aston Villa,14.428571428571429,0.7047619047619048,2.761904761904762,2.857142857142857,3631.714285714286,0.0038095238095238095,22,0.001
Harry Winks,Leicester,57.76190476190476,1.0714285714285714,1.0952380952380953,10.714285714285714,58488.0,0.008571428571428572,22,0.001
Mads Roerslev Rasmussen,Brentford,43.80952380952381,1.1857142857142857,3.4761904761904763,5.571428571428571,572.0,0.008095238095238095,22,0.001
Jurriën Timber,Arsenal,70.71428571428571,3.895238095238095,8.19047619047619,11.666666666666666,55408.95238095238,0.03380952380952381,22,0.001
Saša Kalajdžić,Wolves,0.0,0.01904761904761905,0.0,0.0,195.04761904761904,0.0,22,0.001
Anthony Elanga,Nott'm Forest,57.23809523809524,2.8142857142857145,12.523809523809524,12.333333333333334,24803.238095238095,0.09571428571428572,22,0.001
Julio Enciso,Brighton,13.571428571428571,0.4333333333333333,7.285714285714286,2.857142857142857,647.8571428571429,0.05047619047619048,22,0.001
Naouirou Ahamada,Crystal Palace,0.0,0.047619047619047616,0.0,0.0,294.1904761904762,0.0,22,0.001
Jack Taylor,Ipswich,17.80952380952381,0.6857142857142857,3.0952380952380953,3.7142857142857144,128.33333333333334,0.02619047619047619,22,0.001
Marcus Myers-Harness,Ipswich,2.0476190476190474,0.004761904761904761,0.2857142857142857,0.19047619047619047,16.523809523809526,0.0,22,0.001
Jack Grealish,Man City,27.238095238095237,1.6809523809523808,9.571428571428571,6.571428571428571,2044.8095238095239,0.037142857142857144,22,0.001
Edson Álvarez Velázquez,West Ham,50.38095238095238,0.6095238095238096,1.5714285714285714,6.571428571428571,631.6666666666666,0.009047619047619047,22,0.001
Kevin Schade,Brentford,45.523809523809526,3.3666666666666667,15.285714285714286,10.904761904761905,8950.333333333334,0.1952380952380952,22,0.001
Victor Kristiansen,Leicester,75.0952380952381,0.9095238095238096,0.5714285714285714,6.619047619047619,699.1428571428571,0.0,22,0.001
Kyle Walker-Peters,Southampton,80.47619047619048,1.2333333333333334,8.047619047619047,7.904761904761905,1711.3333333333333,0.019523809523809527,22,0.001
Daniel Bentley,Wolves,0.0,-0.09523809523809523,0.0,0.0,3113.4285714285716,0.0,22,0.001
Ivan Toney,Brentford,0.0,0.09047619047619047,0.0,0.0,2065.5238095238096,0.0,22,0.001
Antonee Robinson,Fulham,90.0,3.2809523809523813,6.9523809523809526,15.523809523809524,157124.7619047619,0.025714285714285717,22,0.001
Romain Faivre,Bournemouth,0.0,0.0761904761904762,0.0,0.0,1.0952380952380953,0.0,22,0.001
James Ward-Prowse,West Ham,8.0,1.4,0.0,1.5,1342.0,0.0,22,0.001
Patson Daka,Leicester,11.142857142857142,0.6428571428571429,2.6666666666666665,2.4761904761904763,8463.952380952382,0.021904761904761906,22,0.001
Illia Zabarnyi,Bournemouth,90.0,2.342857142857143,1.8095238095238095,12.19047619047619,3839.6190476190477,0.032857142857142856,22,0.001
Gavin Bazunu,Southampton,0.0,0.03809523809523809,0.0,0.0,117.52380952380952,0.0,22,0.001
Sven Botman,Newcastle,8.571428571428571,0.0380952380952381,0.42857142857142855,1.6666666666666667,325.14285714285717,0.0014285714285714286,22,0.001
Hugo Bueno López,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Danny Ward,Leicester,6.428571428571429,-0.1619047619047619,0.0,-0.23809523809523808,4501.476190476191,0.0,22,0.001
Samuel Amo-Ameyaw,Southampton,1.2380952380952381,-0.5952380952380952,0.2857142857142857,0.047619047619047616,1102.7619047619048,0.0009523809523809524,22,0.001
Joe Gauci,Aston Villa,0.0,-0.047619047619047616,0.0,0.0,2978.809523809524,0.0,22,0.001
Martin Dúbravka,Newcastle,25.714285714285715,1.1285714285714286,0.0,6.666666666666667,11607.904761904761,0.0,22,0.001
Flynn Downes,Southampton,66.0,0.9571428571428572,4.9523809523809526,9.857142857142858,319.14285714285717,0.02857142857142857,22,0.001
Ronnie Edwards,Southampton,0.5714285714285714,-0.5619047619047619,0.0,-0.047619047619047616,1956.3809523809523,0.0,22,0.001
Jeremy Sarmiento Morante,Brighton,0.38095238095238093,0.1,0.0,0.14285714285714285,16.857142857142858,0.0,22,0.001
Vladimír Coufal,West Ham,27.047619047619047,0.7142857142857143,1.5714285714285714,1.619047619047619,1470.6666666666667,0.012857142857142859,22,0.001
Marc Cucurella Saseta,Chelsea,73.0952380952381,2.380952380952381,5.0476190476190474,10.095238095238095,46906.52380952381,0.027142857142857146,22,0.001
Steven Benda,Fulham,0.0,-0.09523809523809523,0.0,0.0,1175.6190476190477,0.0,22,0.001
Ki-Jana Hoever,Wolves,0.0,0.0,0.0,0.0,153.52380952380952,0.0,22,0.001
Cheick Doucouré,Crystal Palace,21.095238095238095,0.6619047619047619,1.0952380952380953,3.380952380952381,596.4761904761905,0.01904761904761905,22,0.001
Scott McTominay,Man Utd,0.8095238095238095,0.12380952380952381,0.23809523809523808,0.19047619047619047,318.6190476190476,0.0033333333333333335,22,0.001
Wilfred Ndidi,Leicester,57.904761904761905,1.5619047619047617,8.904761904761905,9.714285714285714,5028.619047619048,0.07285714285714286,22,0.001
John Ruddy,Newcastle,0.0,0.047619047619047616,0.0,0.0,897.4761904761905,0.0,22,0.001
Caleb Okoli,Leicester,38.04761904761905,0.47619047619047616,1.7142857142857142,4.0,8162.9047619047615,0.006666666666666667,22,0.001
Odysseas Vlachodimos,Newcastle,0.0,0.10476190476190476,0.0,0.0,154.61904761904762,0.0,22,0.001
George Earthy,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,22,0.001
Daichi Kamada,Crystal Palace,36.523809523809526,0.861904761904762,4.380952380952381,4.9523809523809526,665.0952380952381,0.03,22,0.001
Reece James,Chelsea,13.047619047619047,0.29047619047619044,0.3333333333333333,2.238095238095238,3863.8571428571427,0.002857142857142857,22,0.001
Conor Chaplin,Ipswich,28.80952380952381,1.3095238095238095,4.095238095238095,5.476190476190476,357.6190476190476,0.056190476190476187,22,0.001
Santiago Bueno,Wolves,54.76190476190476,1.0476190476190477,3.8095238095238093,4.285714285714286,244.57142857142858,0.021428571428571425,22,0.001
Lloyd Kelly,Newcastle,14.095238095238095,0.6428571428571429,0.6666666666666666,1.8095238095238095,482.7142857142857,0.017142857142857144,22,0.001
Kenny Tete,Fulham,60.095238095238095,1.6476190476190478,5.476190476190476,7.238095238095238,2657.4285714285716,0.04857142857142857,22,0.001
Pablo Sarabia,Wolves,9.428571428571429,0.5333333333333333,5.428571428571429,2.619047619047619,414.0952380952381,0.0857142857142857,22,0.001
Diogo Teixeira da Silva,Liverpool,31.1,3.0100000000000002,16.8,8.8,58976.15,0.2445,22,0.001
Kortney Hause,Aston Villa,0.0,-0.047619047619047616,0.0,0.0,2351.0476190476193,0.0,22,0.001
Tino Livramento,Newcastle,66.61904761904762,2.3476190476190473,1.2857142857142858,10.761904761904763,16845.714285714286,0.0019047619047619048,22,0.001
Tyler Adams,Bournemouth,28.142857142857142,0.6,1.9523809523809523,4.333333333333333,209.47619047619048,0.03761904761904762,22,0.001
Dean Henderson,Crystal Palace,90.0,3.2095238095238097,0.19047619047619047,11.904761904761905,50392.380952380954,0.0004761904761904762,22,0.001
Neal Maupay,Everton,0.0,0.06999999999999999,0.0,0.0,1020.1,0.0,22,0.001
Toti António Gomes,Wolves,60.142857142857146,1.319047619047619,1.0952380952380953,7.0476190476190474,1880.857142857143,0.0014285714285714288,22,0.001
Alex McCarthy,Southampton,17.142857142857142,0.03333333333333334,0.0,1.1904761904761905,801.5714285714286,0.0,22,0.001
Cristian Romero,Spurs,46.38095238095238,1.961904761904762,6.666666666666667,8.80952380952381,44339.0,0.04904761904761905,22,0.001
Dan Burn,Newcastle,85.71428571428571,2.6142857142857143,5.9523809523809526,13.095238095238095,30444.809523809523,0.04047619047619048,22,0.001
Destiny Udogie,Spurs,68.0952380952381,2.1476190476190475,5.523809523809524,9.714285714285714,15007.52380952381,0.014761904761904763,22,0.001
Jordan Pickford,Everton,90.0,4.415,0.0,15.35,59923.3,0.0,22,0.001
Boubacar Traoré,Wolves,0.0,0.02857142857142857,0.0,0.0,72.19047619047619,0.0,22,0.001
Stefan Bajčetić Maquieira,Liverpool,0.0,0.125,0.0,0.0,135.6,0.0,22,0.001
Mikkel Damsgaard,Brentford,72.95238095238095,3.4952380952380957,10.80952380952381,17.61904761904762,14542.952380952382,0.09238095238095238,22,0.001
Enzo Barrenechea,Aston Villa,0.0,0.028571428571428574,0.0,0.0,41.523809523809526,0.0,22,0.001
Carlos Vinícius Alves Morais,Fulham,0.14285714285714285,0.04285714285714285,0.9047619047619048,0.2857142857142857,2267.5238095238096,0.002857142857142857,22,0.001
Pervis Estupiñán,Brighton,63.42857142857143,1.319047619047619,4.285714285714286,9.142857142857142,16716.666666666668,0.023809523809523808,22,0.001
James Milner,Brighton,8.047619047619047,0.2,0.5714285714285714,1.1428571428571428,221.1904761904762,0.007619047619047619,22,0.001
Ryan Trevitt,Brentford,0.14285714285714285,-0.014285714285714285,0.0,0.23809523809523808,405.0,0.0,22,0.001
Enzo Fernández,Chelsea,71.76190476190476,3.8190476190476192,11.428571428571429,17.61904761904762,69117.42857142857,0.11190476190476191,22,0.001
Luke Shaw,Man Utd,3.238095238095238,-1.32169407693471e-18,0.0,0.9047619047619048,232.57142857142858,0.0,22,0.001
Fábio Freitas Gouveia Carvalho,Brentford,19.904761904761905,1.2047619047619047,6.142857142857143,4.523809523809524,8470.095238095239,0.10095238095238096,22,0.001
Jérémy Doku,Man City,32.95238095238095,2.7047619047619045,10.714285714285714,9.904761904761905,21380.0,0.03285714285714286,22,0.001
Marcus Bettinelli,Chelsea,0.0,0.23809523809523808,0.0,0.0,1455.4285714285713,0.0,22,0.001
Alisson Ramses Becker,Liverpool,53.4,2.415,0.0,9.3,44647.05,0.0,22,0.001
Aaron Hickey,Brentford,0.0,0.0,0.0,0.0,25.38095238095238,0.0,22,0.001
Jakub Stolarczyk,Leicester,17.142857142857142,0.09047619047619047,0.0,1.2857142857142858,2088.9523809523807,0.0,22,0.001
Abdul Fatawu,Leicester,27.428571428571427,1.0476190476190477,7.0476190476190474,5.9523809523809526,3278.190476190476,0.019523809523809527,22,0.001
Valentín Barco,Brighton,0.0,0.047619047619047616,0.0,0.0,1631.142857142857,0.0,22,0.001
Carlos Roberto Forbs Borges,Wolves,13.055555555555555,0.36666666666666664,1.9444444444444444,1.7777777777777777,173.33333333333334,0.008333333333333333,22,0.001
Tony Yogane,Brentford,0.0,0.005882352941176476,0.0,0.0,160.41176470588235,0.0,22,0.001
Vítezslav Jaros,Liverpool,0.6875,0.8625,0.0,0.375,2184.375,0.0,22,0.001
Alfie Pond,Wolves,0.0625,0.05,0.0,0.1875,7895.0625,0.0,22,0.001
