feature,importance
opp_cs_allow,0.34061083626741223
team_cs_avg,0.272838123670617
fixture_diff_z,0.25522071450752687
team_xgc_z,0.04664261418799483
opp_att_z,0.0430958416937641
team_def_z,0.031690812227806564
roll3_minutes,0.009901057444878491
