feature,importance
roll3_yellow_cards,0.6263150031652717
roll3_minutes,0.16848761824588498
opp_defending,0.0958760607943043
was_home,0.07250907399810126
fixture_difficulty,0.02256273486886379
roll3_red_cards,0.006488935921475682
team_attacking,0.004662197689950405
is_defender,0.0014141614222111017
is_midfielder,0.0010718817016915842
is_forward,0.0006123321922453526
