name,team,position,GW,opponent_name,was_home,fixture_difficulty,predicted_goals,raw_predicted_goals,fixture_adjusted_goals,blended_prediction,min_probability,opponent_team,team_attacking,opp_defending
Matthijs de Ligt,Man Utd,DEF,34,Bournemouth,False,-1.95,0.06,0.005583333333333333,0.0,0.006594470857545343,0.06,3.0,1120,1260
Lisandro Martínez,Man Utd,DEF,34,Bournemouth,False,-1.95,0.06,0.005246212121212121,0.0,0.006594470857545343,0.06,3.0,1120,1260
Taylor Harwood-Bellis,Southampton,DEF,34,Fulham,True,-1.95,0.06,0.002125,0.0,0.006594470857545343,0.06,9.0,1050,1150
Dean Huijsen,Bournemouth,DEF,34,Man Utd,True,0.25,0.06,0.0,0.030000000000000027,0.02609447085754536,0.05827586206896551,14.0,1130,1160
Emmanuel Agbadou,Wolves,DEF,34,Leicester,True,-0.1,0.06,0.0004009552538964304,0.0,0.006594470857545343,0.06,11.0,1070,1090
Neco Williams,Nott'm Forest,DEF,34,Brentford,True,-1.1,0.06,0.007293831168831168,0.0,0.006594470857545343,0.06,4.0,1200,1310
Dara O'Shea,Ipswich,DEF,34,Newcastle,False,-3.0,0.06,0.0,0.0,0.006594470857545343,0.06,15.0,1070,1250
Max Kilman,West Ham,DEF,34,Brighton,False,-1.2,0.06,0.0005163398692810458,0.0,0.006594470857545343,0.06,5.0,1080,1160
Emerson Palmieri dos Santos,West Ham,DEF,34,Brighton,False,-1.2,0.06,0.00437121212121212,0.0,0.006594470857545343,0.06,5.0,1080,1160
Kamaldeen Sulemana,Southampton,MID,34,Fulham,True,-1.95,0.06,0.001,0.0,0.02275609149676778,0.06219354838709677,9.0,1050,1150
Patrick Dorgu,Man Utd,DEF,34,Bournemouth,False,-1.95,0.06,0.009352420455361632,0.0,0.006594470857545343,0.06,3.0,1120,1260
Nathan Collins,Brentford,DEF,34,Nott'm Forest,False,-1.1,0.06,0.009002450980392157,0.0,0.006594470857545343,0.06,16.0,1080,1190
Wout Faes,Leicester,DEF,34,Wolves,False,-0.5,0.06,0.0,0.0,0.006594470857545343,0.06,20.0,1080,1120
Victor Kristiansen,Leicester,DEF,34,Wolves,False,-0.5,0.06,0.0,0.0,0.006594470857545343,0.06,20.0,1080,1120
Aaron Wan-Bissaka,West Ham,DEF,34,Brighton,False,-1.2,0.06,0.0,0.0,0.006594470857545343,0.06,5.0,1080,1160
Yehor Yarmoliuk,Brentford,MID,34,Nott'm Forest,False,-1.1,0.06,0.0007142857142857143,0.0,0.02275609149676778,0.064,16.0,1080,1190
Leif Davis,Ipswich,DEF,34,Newcastle,False,-3.0,0.06,0.0,0.0,0.006594470857545343,0.06,15.0,1070,1250
Noussair Mazraoui,Man Utd,DEF,34,Bournemouth,False,-1.95,0.06,0.0,0.0,0.006594470857545343,0.06,3.0,1120,1260
Jacob Greaves,Ipswich,DEF,34,Newcastle,False,-3.0,0.06,0.001,0.0,0.006594470857545343,0.05884615384615384,15.0,1070,1250
Ola Aina,Nott'm Forest,DEF,34,Brentford,True,-1.1,0.06,0.0059532828282828285,0.0,0.006594470857545343,0.06,4.0,1200,1310
Pervis Estupiñán,Brighton,DEF,34,West Ham,True,0.4,0.06,0.0008333333333333333,0.048833333333333374,0.03833613752421204,0.06,19.0,1120,1120
Konstantinos Mavropanos,West Ham,DEF,34,Brighton,False,-1.2,0.06,0.0,0.0,0.006594470857545343,0.05876666666666666,5.0,1080,1160
Pedro Porro,Spurs,DEF,34,Liverpool,False,-4.5,0.06,0.029068306693306692,0.0,0.006594470857545343,0.06,12.0,1090,1370
Diogo Dalot Teixeira,Man Utd,DEF,34,Bournemouth,False,-1.95,0.06,0.0031906565656565655,0.0,0.006594470857545343,0.06,3.0,1120,1260
Illia Zabarnyi,Bournemouth,DEF,34,Man Utd,True,0.25,0.06,1.6339869281045753e-05,0.030016339869281074,0.02610509177257804,0.06,14.0,1130,1160
Nikola Milenković,Nott'm Forest,DEF,34,Brentford,True,-1.1,0.06,0.02095231157731157,0.0,0.006594470857545343,0.06,4.0,1200,1310
Ethan Pinnock,Brentford,DEF,34,Nott'm Forest,False,-1.1,0.06,0.0,0.0,0.006594470857545343,0.06,16.0,1080,1190
Lewis Dunk,Brighton,DEF,34,West Ham,True,0.4,0.06,0.0008333333333333333,0.048833333333333374,0.03833613752421204,0.06,19.0,1120,1120
Destiny Udogie,Spurs,DEF,34,Liverpool,False,-4.5,0.06,0.0,0.0,0.006594470857545343,0.06,12.0,1090,1370
Kyle Walker-Peters,Southampton,DEF,34,Fulham,True,-1.95,0.06,0.0,0.0,0.006594470857545343,0.06,9.0,1050,1150
Toti António Gomes,Wolves,DEF,34,Leicester,True,-0.1,0.06,0.0010096153846153846,0.0,0.006594470857545343,0.06,11.0,1070,1090
Kristoffer Ajer,Brentford,DEF,34,Nott'm Forest,False,-1.1,0.05,0.000625,0.0,0.006594470857545343,0.045433333333333326,16.0,1080,1190
Ashley Young,Everton,DEF,34,Chelsea,False,-2.75,0.05,0.001,0.0,0.006594470857545343,0.054357142857142854,6.0,1140,1310
Jannik Vestergaard,Leicester,DEF,34,Wolves,False,-0.5,0.05,0.0,0.0,0.006594470857545343,0.050217391304347825,20.0,1080,1120
Cristian Romero,Spurs,DEF,34,Liverpool,False,-4.5,0.05,0.0060255994005993995,0.0,0.006594470857545343,0.052730769230769234,12.0,1090,1370
Harry Maguire,Man Utd,DEF,34,Bournemouth,False,-1.95,0.05,0.001,0.0,0.006594470857545343,0.04566666666666666,3.0,1120,1260
Craig Dawson,Wolves,DEF,34,Leicester,True,-0.1,0.05,0.0,0.0,0.006594470857545343,0.046142857142857145,11.0,1070,1090
Adam Smith,Bournemouth,DEF,34,Man Utd,True,0.25,0.05,0.0014285714285714286,0.03142857142857146,0.02702304228611679,0.051375,14.0,1130,1160
Santiago Bueno,Wolves,DEF,34,Leicester,True,-0.1,0.05,0.0,0.0,0.006594470857545343,0.048466666666666665,11.0,1070,1090
Mads Roerslev Rasmussen,Brentford,DEF,34,Nott'm Forest,False,-1.1,0.05,0.0,0.0,0.006594470857545343,0.045909090909090906,16.0,1080,1190
Jean-Clair Todibo,West Ham,DEF,34,Brighton,False,-1.2,0.05,0.0,0.0,0.006594470857545343,0.04825925925925926,5.0,1080,1160
Ayden Heaven,Man Utd,DEF,34,Bournemouth,False,-1.95,0.05,0.001,0.0,0.006594470857545343,0.047499999999999994,3.0,1120,1260
Radu Drăgușin,Spurs,DEF,34,Liverpool,False,-4.5,0.05,0.001,0.0,0.006594470857545343,0.05477272727272727,12.0,1090,1370
Sugawara Yukinari,Southampton,DEF,34,Fulham,True,-1.95,0.04,0.0007142857142857143,0.0,0.006594470857545343,0.045,9.0,1050,1150
Conor Coady,Leicester,DEF,34,Wolves,False,-0.5,0.04,0.0,0.0,0.006594470857545343,0.040074074074074074,20.0,1080,1120
Luke Woolfenden,Ipswich,DEF,34,Newcastle,False,-3.0,0.04,0.0,0.0,0.006594470857545343,0.03791304347826086,15.0,1070,1250
Álex Moreno Lopera,Nott'm Forest,DEF,34,Brentford,True,-1.1,0.04,0.0017142857142857142,0.0,0.006594470857545343,0.04218181818181818,4.0,1200,1310
Djed Spence,Spurs,DEF,34,Liverpool,False,-4.5,0.04,0.0041574675324675325,0.0,0.006594470857545343,0.04143333333333333,12.0,1090,1370
Ben Johnson,Ipswich,DEF,34,Newcastle,False,-3.0,0.04,0.0034285714285714284,0.0,0.006594470857545343,0.041296296296296296,15.0,1070,1250
Micky van de Ven,Spurs,DEF,34,Liverpool,False,-4.5,0.04,0.0024431818181818183,0.0,0.006594470857545343,0.03930434782608695,12.0,1090,1370
Cameron Burgess,Ipswich,DEF,34,Newcastle,False,-3.0,0.04,0.001,0.0,0.006594470857545343,0.045,15.0,1070,1250
Igor Julio dos Santos de Paulo,Brighton,DEF,34,West Ham,True,0.4,0.04,0.0,0.04800000000000004,0.03779447085754537,0.04285714285714285,19.0,1120,1120
Marcos Senesi,Bournemouth,DEF,34,Man Utd,True,0.25,0.04,0.0,0.030000000000000027,0.02609447085754536,0.041826086956521735,14.0,1130,1160
Jack Stephens,Southampton,DEF,34,Fulham,True,-1.95,0.04,0.0,0.0,0.006594470857545343,0.03936,9.0,1050,1150
Caleb Okoli,Leicester,DEF,34,Wolves,False,-0.5,0.04,0.0,0.0,0.006594470857545343,0.04156,20.0,1080,1120
Axel Tuanzebe,Ipswich,DEF,34,Newcastle,False,-3.0,0.04,0.0,0.0,0.006594470857545343,0.04369230769230769,15.0,1070,1250
Michael Keane,Everton,DEF,34,Chelsea,False,-2.75,0.04,0.001,0.0,0.006594470857545343,0.03866666666666666,6.0,1140,1310
Ryan Manning,Southampton,DEF,34,Fulham,True,-1.95,0.04,0.0,0.0,0.006594470857545343,0.039357142857142854,9.0,1050,1150
Vladimír Coufal,West Ham,DEF,34,Brighton,False,-1.2,0.03,0.0007142857142857143,0.0,0.006594470857545343,0.03169565217391304,5.0,1080,1160
Bart Verbruggen,Brighton,GK,34,West Ham,True,0.4,0.03,0.001590909090909091,0.04959090909090914,0.03223409090909094,0.01,19.0,1120,1120
Ben Davies,Spurs,DEF,34,Liverpool,False,-4.5,0.03,0.001,0.0,0.006594470857545343,0.03,12.0,1090,1370
James Bree,Southampton,DEF,34,Fulham,True,-1.95,0.03,0.0007142857142857143,0.0,0.006594470857545343,0.03004,9.0,1050,1150
Jake O'Brien,Everton,DEF,34,Chelsea,False,-2.75,0.03,0.001,0.0,0.006594470857545343,0.033161290322580646,6.0,1140,1310
Kepa Arrizabalaga,Bournemouth,GK,34,Man Utd,True,0.25,0.02,0.0,0.030000000000000027,0.019500000000000017,0.01,14.0,1130,1160
Norberto Murara Neto,Bournemouth,GK,34,Man Utd,True,0.25,0.02,0.0016666666666666666,0.03166666666666669,0.02058333333333335,0.01,14.0,1130,1160
Matz Sels,Nott'm Forest,GK,34,Brentford,True,-1.1,0.01,0.0008333333333333333,0.0,0.0,0.01,4.0,1200,1310
Łukasz Fabiański,West Ham,GK,34,Brighton,False,-1.2,0.01,0.0,0.0,0.0,0.008106060606060606,5.0,1080,1160
Alex Palmer,Ipswich,GK,34,Newcastle,False,-3.0,0.01,0.0,0.0,0.0,0.01,15.0,1070,1250
Mads Hermansen,Leicester,GK,34,Wolves,False,-0.5,0.01,0.0,0.0,0.0,0.01,20.0,1080,1120
Jordan Pickford,Everton,GK,34,Chelsea,False,-2.75,0.01,0.0,0.0,0.0,0.01,6.0,1140,1310
Alphonse Areola,West Ham,GK,34,Brighton,False,-1.2,0.01,0.0,0.0,0.0,0.009725806451612903,5.0,1080,1160
Antonín Kinsky,Spurs,GK,34,Liverpool,False,-4.5,0.01,0.0011111111111111111,0.0,0.0,0.01,12.0,1090,1370
Guglielmo Vicario,Spurs,GK,34,Liverpool,False,-4.5,0.01,0.0011111111111111111,0.0,0.0,0.01,12.0,1090,1370
Mark Flekken,Brentford,GK,34,Nott'm Forest,False,-1.1,0.01,0.002833333333333333,0.0,0.0,0.01,16.0,1080,1190
Aaron Ramsdale,Southampton,GK,34,Fulham,True,-1.95,0.01,0.0011111111111111111,0.0,0.0,0.01,9.0,1050,1150
Sam Johnstone,Wolves,GK,34,Leicester,True,-0.1,0.01,0.0,0.0,0.0,0.005526315789473684,11.0,1070,1090
André Onana,Man Utd,GK,34,Bournemouth,False,-1.95,0.01,0.0,0.0,0.0,0.01,3.0,1120,1260
José Malheiro de Sá,Wolves,GK,34,Leicester,True,-0.1,0.01,0.0,0.0,0.0,0.01,11.0,1070,1090
Arijanet Muric,Ipswich,GK,34,Newcastle,False,-3.0,0.01,0.000625,0.0,0.0,0.01,15.0,1070,1250
Fraser Forster,Spurs,GK,34,Liverpool,False,-4.5,0.0,0.0016666666666666666,0.0,0.0,0.005,12.0,1090,1370
