name,team,position,GW,opponent_name,was_home,fixture_difficulty,predicted_goals,raw_predicted_goals,fixture_adjusted_goals,blended_prediction,min_probability,opponent_team,team_attacking,opp_defending
Andrew Robertson,Liverpool,DEF,34,Spurs,True,2.3,0.19,0.0,0.27599999999999997,0.1859944708575453,0.06,18.0,1340,1280
Andreas Hoelgebaum Pereira,Fulham,MID,34,Southampton,False,1.85,0.18,0.02048116298116298,0.2424811629811629,0.18036884743452367,0.1142,17.0,1150,1060
Caoimhin Kelleher,Liverpool,GK,34,Spurs,True,2.3,0.18,0.002638888888888889,0.2786388888888889,0.18111527777777778,0.006818181818181818,18.0,1340,1280
Adam Armstrong,Southampton,FWD,34,Fulham,True,-1.95,0.18,0.008602369852369854,0.0,0.05360526315789473,0.18057971014492755,9.0,1050,1150
Joelinton Cássio Apolinário de Lira,Newcastle,MID,34,Ipswich,True,1.8,0.18,0.02160778635778636,0.2376077863577863,0.17720115262932887,0.12,10.0,1140,1080
Alisson Ramses Becker,Liverpool,GK,34,Spurs,True,2.3,0.18,0.0016666666666666666,0.2776666666666666,0.1804833333333333,0.01,18.0,1340,1280
Danny Welbeck,Brighton,FWD,34,West Ham,True,0.4,0.18,0.03940927128427129,0.08740927128427134,0.1104212894926711,0.18466666666666667,19.0,1120,1120
Enzo Fernández,Chelsea,MID,34,Everton,True,1.55,0.18,0.057827906423138356,0.2438279064231384,0.18124423067180773,0.12,8.0,1150,1100
Harry Wilson,Fulham,MID,34,Southampton,False,1.85,0.18,0.019120761183261184,0.2411207611832611,0.17948458626588748,0.07208695652173912,17.0,1150,1060
Mitoma Kaoru,Brighton,MID,34,West Ham,True,0.4,0.17,0.18174101659727795,0.229741016597278,0.17208775228499848,0.12,19.0,1120,1120
Saša Lukić,Fulham,MID,34,Southampton,False,1.85,0.17,0.0,0.22199999999999992,0.16705609149676773,0.12,17.0,1150,1060
Adama Traoré,Fulham,MID,34,Southampton,False,1.85,0.17,0.007603535353535354,0.22960353535353528,0.1719983894765657,0.09696774193548387,17.0,1150,1060
Bruno Guimarães Rodriguez Moura,Newcastle,MID,34,Ipswich,True,1.8,0.17,0.010843253968253969,0.2268432539682539,0.1702042065761328,0.12,10.0,1140,1080
Sander Berge,Fulham,MID,34,Southampton,False,1.85,0.17,0.0006666666666666666,0.2226666666666666,0.16748942483010107,0.12,17.0,1150,1060
Emile Smith Rowe,Fulham,MID,34,Southampton,False,1.85,0.17,0.010444444444444444,0.23244444444444437,0.17384498038565663,0.12,17.0,1150,1060
Sandro Tonali,Newcastle,MID,34,Ipswich,True,1.8,0.17,0.009132236227824463,0.22513223622782438,0.16909204504485362,0.12,10.0,1140,1080
Pedro Lomba Neto,Chelsea,MID,34,Everton,True,1.55,0.16,0.02017273004773005,0.20617273004773007,0.15676836602779232,0.1084375,8.0,1150,1100
Rasmus Højlund,Man Utd,FWD,34,Bournemouth,False,-1.95,0.16,0.004340659340659341,0.0,0.05360526315789473,0.16447916666666668,3.0,1120,1260
Antonee Robinson,Fulham,DEF,34,Southampton,False,1.85,0.16,0.008744514472455648,0.23074451447245556,0.15657840526464145,0.06,17.0,1150,1060
Bernd Leno,Fulham,GK,34,Southampton,False,1.85,0.15,0.0015,0.22349999999999992,0.14527499999999996,0.01,17.0,1150,1060
Dan Burn,Newcastle,DEF,34,Ipswich,True,1.8,0.15,0.0037916666666666667,0.21979166666666658,0.14945905419087863,0.06,10.0,1140,1080
Christopher Nkunku,Chelsea,MID,34,Everton,True,1.55,0.15,0.012315836940836941,0.19831583694083696,0.1516613855083118,0.06026666666666666,8.0,1150,1100
Kenny Tete,Fulham,DEF,34,Southampton,False,1.85,0.15,0.0014285714285714286,0.22342857142857134,0.1518230422861167,0.057727272727272724,17.0,1150,1060
Fabian Schär,Newcastle,DEF,34,Ipswich,True,1.8,0.15,0.002722222222222222,0.21872222222222212,0.1487639153019897,0.06,10.0,1140,1080
Tino Livramento,Newcastle,DEF,34,Ipswich,True,1.8,0.15,0.0,0.21599999999999991,0.14699447085754527,0.06,10.0,1140,1080
Joachim Andersen,Fulham,DEF,34,Southampton,False,1.85,0.15,0.0022916666666666662,0.22429166666666658,0.1523840541908786,0.06,17.0,1150,1060
Kieran Trippier,Newcastle,DEF,34,Ipswich,True,1.8,0.15,0.0037202380952380955,0.219720238095238,0.14941262561945004,0.033857142857142856,10.0,1140,1080
Issa Diop,Fulham,DEF,34,Southampton,False,1.85,0.15,0.0008333333333333333,0.22283333333333324,0.15143613752421195,0.0494074074074074,17.0,1150,1060
Lewis Hall,Newcastle,DEF,34,Ipswich,True,1.8,0.15,0.0031313131313131315,0.21913131313131304,0.1490298243928988,0.06,10.0,1140,1080
Calvin Bassey,Fulham,DEF,34,Southampton,False,1.85,0.15,0.0013392857142857143,0.22333928571428563,0.151765006571831,0.06,17.0,1150,1060
Jadon Sancho,Chelsea,MID,34,Everton,True,1.55,0.15,0.007320346320346319,0.19332034632034634,0.1484143166049929,0.11055172413793102,8.0,1150,1100
Timothy Castagne,Fulham,DEF,34,Southampton,False,1.85,0.15,0.0014285714285714286,0.22342857142857134,0.1518230422861167,0.05021875,17.0,1150,1060
Nick Pope,Newcastle,GK,34,Ipswich,True,1.8,0.14,0.0,0.21599999999999991,0.14039999999999994,0.01,10.0,1140,1080
Jarrod Bowen,West Ham,MID,34,Brighton,False,-1.2,0.14,0.3300749738981469,0.1860749738981469,0.14370482453056327,0.12,5.0,1080,1160
Joshua Zirkzee,Man Utd,FWD,34,Bournemouth,False,-1.95,0.14,0.010987484737484737,0.0,0.05360526315789473,0.14427083333333332,3.0,1120,1260
Moisés Caicedo Corozo,Chelsea,MID,34,Everton,True,1.55,0.14,0.0,0.18600000000000003,0.1436560914967678,0.12,8.0,1150,1100
Martin Dúbravka,Newcastle,GK,34,Ipswich,True,1.8,0.14,0.003928571428571428,0.21992857142857133,0.14295357142857137,0.006,10.0,1140,1080
Cameron Archer,Southampton,FWD,34,Fulham,True,-1.95,0.14,0.021293040293040293,0.0,0.05360526315789473,0.13967741935483874,9.0,1050,1150
Wesley Fofana,Chelsea,DEF,34,Everton,True,1.55,0.13,0.0,0.18600000000000003,0.12749447085754537,0.050956521739130435,8.0,1150,1100
Michail Antonio,West Ham,FWD,34,Brighton,False,-1.2,0.13,0.007270299145299145,0.0,0.05360526315789473,0.13238095238095238,5.0,1080,1160
Tosin Adarabioyo,Chelsea,DEF,34,Everton,True,1.55,0.13,0.0016666666666666666,0.1876666666666667,0.1285778041908787,0.04058620689655172,8.0,1150,1100
Trevoh Chalobah,Chelsea,DEF,34,Everton,True,1.55,0.13,0.007331349206349207,0.19333134920634923,0.13225984784167233,0.04708333333333333,8.0,1150,1100
Malo Gusto,Chelsea,DEF,34,Everton,True,1.55,0.13,0.0007142857142857143,0.18671428571428575,0.1279587565718311,0.05709677419354838,8.0,1150,1100
Levi Colwill,Chelsea,DEF,34,Everton,True,1.55,0.13,0.0,0.18600000000000003,0.12749447085754537,0.06,8.0,1150,1100
Marc Cucurella Saseta,Chelsea,DEF,34,Everton,True,1.55,0.13,0.003467948717948718,0.18946794871794875,0.12974863752421203,0.06,8.0,1150,1100
Bryan Mbeumo,Brentford,MID,34,Nott'm Forest,False,-1.1,0.13,0.2931194901512355,0.16111949015123553,0.12748376009507087,0.12,16.0,1080,1190
Sam Morsy,Ipswich,MID,34,Newcastle,False,-3.0,0.12,0.0,0.0,0.02275609149676778,0.12,15.0,1070,1250
Bilal El Khannouss,Leicester,MID,34,Wolves,False,-0.5,0.12,0.0,0.0,0.02275609149676778,0.11626666666666667,20.0,1080,1120
James Maddison,Spurs,MID,34,Liverpool,False,-4.5,0.12,0.20517838304436528,0.0,0.02275609149676778,0.11896551724137931,12.0,1090,1370
Idrissa Gueye,Everton,MID,34,Chelsea,False,-2.75,0.12,0.0,0.0,0.02275609149676778,0.12,6.0,1140,1310
Marshall Munetsi,Wolves,MID,34,Leicester,True,-0.1,0.12,0.08134468703954,0.06934468703954005,0.06783013807246882,0.12,11.0,1070,1090
Julio Enciso,Ipswich,MID,34,Newcastle,False,-3.0,0.12,0.019298687423687424,0.0,0.02275609149676778,0.12,15.0,1070,1250
Christian Nørgaard,Brentford,MID,34,Nott'm Forest,False,-1.1,0.12,0.0026488095238095238,0.0,0.02275609149676778,0.12,16.0,1080,1190
Orel Mangala,Everton,MID,34,Chelsea,False,-2.75,0.12,0.0019123931623931624,0.0,0.02275609149676778,0.12,6.0,1140,1310
Dejan Kulusevski,Spurs,MID,34,Liverpool,False,-4.5,0.12,0.23016637609616686,0.0,0.02275609149676778,0.12,12.0,1090,1370
Mikkel Damsgaard,Brentford,MID,34,Nott'm Forest,False,-1.1,0.12,0.03815322489551564,0.0,0.02275609149676778,0.12,16.0,1080,1190
Mohammed Kudus,West Ham,MID,34,Brighton,False,-1.2,0.12,0.009375213375213375,0.0,0.02275609149676778,0.12,5.0,1080,1160
Vitaly Janelt,Brentford,MID,34,Nott'm Forest,False,-1.1,0.12,0.0007142857142857143,0.0,0.02275609149676778,0.12,16.0,1080,1190
Elliot Anderson,Nott'm Forest,MID,34,Brentford,True,-1.1,0.12,0.004272727272727273,0.0,0.02275609149676778,0.12,4.0,1200,1310
André Trindade da Costa Neto,Wolves,MID,34,Leicester,True,-0.1,0.12,0.0,0.0,0.02275609149676778,0.12,11.0,1070,1090
Keane Lewis-Potter,Brentford,MID,34,Nott'm Forest,False,-1.1,0.12,0.0,0.0,0.02275609149676778,0.12,16.0,1080,1190
James Ward-Prowse,West Ham,MID,34,Brighton,False,-1.2,0.12,0.0016666666666666666,0.0,0.02275609149676778,0.12,5.0,1080,1160
Mateus Gonçalo Espanha Fernandes,Southampton,MID,34,Fulham,True,-1.95,0.12,0.004191468253968254,0.0,0.02275609149676778,0.12,9.0,1050,1150
Georginio Rutter,Brighton,MID,34,West Ham,True,0.4,0.12,0.018701839826839827,0.06670183982683987,0.06611228738421371,0.11792857142857144,19.0,1120,1120
Brennan Johnson,Spurs,MID,34,Liverpool,False,-4.5,0.12,0.33679242856816394,0.0,0.02275609149676778,0.12,12.0,1090,1370
Anthony Elanga,Nott'm Forest,MID,34,Brentford,True,-1.1,0.12,0.07533060520560517,0.0,0.02275609149676778,0.12,4.0,1200,1310
Amad Diallo,Man Utd,MID,34,Bournemouth,False,-1.95,0.12,0.2032401071151071,0.0,0.02275609149676778,0.12,3.0,1120,1260
Alejandro Garnacho,Man Utd,MID,34,Bournemouth,False,-1.95,0.12,0.03926462951462951,0.0,0.02275609149676778,0.1166875,3.0,1120,1260
Lewis Cook,Bournemouth,MID,34,Man Utd,True,0.25,0.12,0.0,0.030000000000000027,0.042256091496767796,0.12,14.0,1130,1160
Wilfred Ndidi,Leicester,MID,34,Wolves,False,-0.5,0.12,0.0013257575757575756,0.0,0.02275609149676778,0.12,20.0,1080,1120
Flynn Downes,Southampton,MID,34,Fulham,True,-1.95,0.12,0.0,0.0,0.02275609149676778,0.12,9.0,1050,1150
Son Heung-min,Spurs,MID,34,Liverpool,False,-4.5,0.12,0.1889457556332556,0.0,0.02275609149676778,0.12,12.0,1090,1370
Norberto Bercique Gomes Betuncal,Everton,FWD,34,Chelsea,False,-2.75,0.12,0.025157065157065155,0.0,0.05360526315789473,0.11698924731182794,6.0,1140,1310
Ryan Yates,Nott'm Forest,MID,34,Brentford,True,-1.1,0.12,0.004666666666666667,0.0,0.02275609149676778,0.118,4.0,1200,1310
João Victor Gomes da Silva,Wolves,MID,34,Leicester,True,-0.1,0.12,0.007607600732600733,0.0,0.02275609149676778,0.12,11.0,1070,1090
Tomáš Souček,West Ham,MID,34,Brighton,False,-1.2,0.12,0.02323019173019173,0.0,0.02275609149676778,0.12,5.0,1080,1160
Joe Aribo,Southampton,MID,34,Fulham,True,-1.95,0.12,0.00221001221001221,0.0,0.02275609149676778,0.12,9.0,1050,1150
Carlos Baleba,Brighton,MID,34,West Ham,True,0.4,0.12,0.009166666666666667,0.05716666666666671,0.05991442483010114,0.12,19.0,1120,1120
Morgan Gibbs-White,Nott'm Forest,MID,34,Brentford,True,-1.1,0.12,0.06433925306719422,0.0,0.02275609149676778,0.12,4.0,1200,1310
Ryan Christie,Bournemouth,MID,34,Man Utd,True,0.25,0.12,0.0012698412698412698,0.031269841269841295,0.04308148832216462,0.12,14.0,1130,1160
Mario Lemina,Wolves,MID,34,Leicester,True,-0.1,0.12,0.011616704374057317,0.0,0.02275609149676778,0.12,11.0,1070,1090
Robert Sánchez,Chelsea,GK,34,Everton,True,1.55,0.12,0.0,0.18600000000000003,0.12090000000000002,0.01,8.0,1150,1100
Bruno Borges Fernandes,Man Utd,MID,34,Bournemouth,False,-1.95,0.12,0.16747672455683293,0.0,0.02275609149676778,0.12,3.0,1120,1260
Jack Harrison,Everton,MID,34,Chelsea,False,-2.75,0.12,0.004047619047619047,0.0,0.02275609149676778,0.11606666666666667,6.0,1140,1310
Abdoulaye Doucouré,Everton,MID,34,Chelsea,False,-2.75,0.12,0.0023904220779220778,0.0,0.02275609149676778,0.12,6.0,1140,1310
Callum Hudson-Odoi,Nott'm Forest,MID,34,Brentford,True,-1.1,0.12,0.027112561050061042,0.0,0.02275609149676778,0.12,4.0,1200,1310
Lucas Tolentino Coelho de Lima,West Ham,MID,34,Brighton,False,-1.2,0.12,0.006466200466200467,0.0,0.02275609149676778,0.12,5.0,1080,1160
Omari Giraud-Hutchinson,Ipswich,MID,34,Newcastle,False,-3.0,0.12,0.015548340548340549,0.0,0.02275609149676778,0.12,15.0,1070,1250
Boubakary Soumaré,Leicester,MID,34,Wolves,False,-0.5,0.11,0.0,0.0,0.02275609149676778,0.113375,20.0,1080,1120
Edson Álvarez Velázquez,West Ham,MID,34,Brighton,False,-1.2,0.11,0.0,0.0,0.02275609149676778,0.11255172413793103,5.0,1080,1160
Jens Cajuste,Ipswich,MID,34,Newcastle,False,-3.0,0.11,0.0007142857142857143,0.0,0.02275609149676778,0.11299999999999999,15.0,1070,1250
Harry Winks,Leicester,MID,34,Wolves,False,-0.5,0.11,0.0,0.0,0.02275609149676778,0.11377777777777777,20.0,1080,1120
Tyler Dibling,Southampton,MID,34,Fulham,True,-1.95,0.11,0.0028869047619047615,0.0,0.02275609149676778,0.11441379310344826,9.0,1050,1150
Dango Ouattara,Bournemouth,MID,34,Man Utd,True,0.25,0.11,0.10221192034489045,0.1322119203448905,0.1086938397209466,0.1104375,14.0,1130,1160
Kevin Schade,Brentford,MID,34,Nott'm Forest,False,-1.1,0.11,0.049569047319047294,0.0,0.02275609149676778,0.1145,16.0,1080,1190
Carlos Alcaraz Durán,Everton,MID,34,Chelsea,False,-2.75,0.11,0.02764445276945277,0.0,0.02275609149676778,0.11057142857142856,6.0,1140,1310
Marcus Tavernier,Bournemouth,MID,34,Man Utd,True,0.25,0.11,0.02311190723690724,0.05311190723690727,0.0572788312007575,0.10517241379310344,14.0,1130,1160
Mathys Tel,Spurs,MID,34,Liverpool,False,-4.5,0.11,0.05255038600119736,0.0,0.02275609149676778,0.11399999999999999,12.0,1090,1370
Manuel Ugarte,Man Utd,MID,34,Bournemouth,False,-1.95,0.11,0.0007142857142857143,0.0,0.02275609149676778,0.11303703703703703,3.0,1120,1260
Yasin Ayari,Brighton,MID,34,West Ham,True,0.4,0.1,0.0001388888888888889,0.04813888888888893,0.054046369274545585,0.10490322580645162,19.0,1120,1120
Pape Matar Sarr,Spurs,MID,34,Liverpool,False,-4.5,0.1,0.008775946275946274,0.0,0.02275609149676778,0.10357142857142856,12.0,1090,1370
Facundo Buonanotte,Leicester,MID,34,Wolves,False,-0.5,0.1,0.00675595238095238,0.0,0.02275609149676778,0.09564285714285713,20.0,1080,1120
Nicolás Domínguez,Nott'm Forest,MID,34,Brentford,True,-1.1,0.1,0.0,0.0,0.02275609149676778,0.10045161290322581,4.0,1200,1310
Dwight McNeil,Everton,MID,34,Chelsea,False,-2.75,0.1,0.005453024453024453,0.0,0.02275609149676778,0.104,6.0,1140,1310
Stephy Mavididi,Leicester,MID,34,Wolves,False,-0.5,0.1,0.0024999999999999996,0.0,0.02275609149676778,0.10146666666666666,20.0,1080,1120
Kobbie Mainoo,Man Utd,MID,34,Bournemouth,False,-1.95,0.1,0.0,0.0,0.02275609149676778,0.1032,3.0,1120,1260
Jack Hinshelwood,Brighton,MID,34,West Ham,True,0.4,0.1,0.0,0.04800000000000004,0.053956091496767805,0.09720000000000001,19.0,1120,1120
Jordan Ayew,Leicester,MID,34,Wolves,False,-0.5,0.1,0.001607142857142857,0.0,0.02275609149676778,0.09644444444444444,20.0,1080,1120
Jaden Philogene,Ipswich,MID,34,Newcastle,False,-3.0,0.1,0.039494209334726575,0.0,0.02275609149676778,0.10444444444444444,15.0,1070,1250
Jean-Ricner Bellegarde,Wolves,MID,34,Leicester,True,-0.1,0.09,0.0,0.0,0.02275609149676778,0.092,11.0,1070,1090
Carlos Henrique Casimiro,Man Utd,MID,34,Bournemouth,False,-1.95,0.09,0.001,0.0,0.02275609149676778,0.08948148148148148,3.0,1120,1260
Marcus Rashford,Man Utd,MID,34,Bournemouth,False,-1.95,0.09,0.006285714285714287,0.0,0.02275609149676778,0.09285714285714286,3.0,1120,1260
Tyler Adams,Bournemouth,MID,34,Man Utd,True,0.25,0.09,0.0008333333333333333,0.03083333333333336,0.042797758163434466,0.0915,14.0,1130,1160
Sam Szmodics,Ipswich,MID,34,Newcastle,False,-3.0,0.09,0.025450743700743704,0.0,0.02275609149676778,0.08872727272727274,15.0,1070,1250
Carlos Soler,West Ham,MID,34,Brighton,False,-1.2,0.09,0.0,0.0,0.02275609149676778,0.08593103448275861,5.0,1080,1160
Kalvin Phillips,Ipswich,MID,34,Newcastle,False,-3.0,0.09,0.0011111111111111111,0.0,0.02275609149676778,0.08955555555555555,15.0,1070,1250
Rodrigo Bentancur,Spurs,MID,34,Liverpool,False,-4.5,0.09,0.002450396825396825,0.0,0.02275609149676778,0.09187096774193548,12.0,1090,1370
Yankuba Minteh,Brighton,MID,34,West Ham,True,0.4,0.09,0.021945970695970693,0.06994597069597074,0.06822097244914876,0.09206666666666666,19.0,1120,1120
Archie Gray,Spurs,MID,34,Liverpool,False,-4.5,0.09,0.001736111111111111,0.0,0.02275609149676778,0.08655172413793102,12.0,1090,1370
Yves Bissouma,Spurs,MID,34,Liverpool,False,-4.5,0.08,0.0030753968253968257,0.0,0.02275609149676778,0.08469230769230769,12.0,1090,1370
Diego Gómez,Brighton,MID,34,West Ham,True,0.4,0.08,0.0,0.04800000000000004,0.053956091496767805,0.07509090909090908,19.0,1120,1120
Guido Rodríguez,West Ham,MID,34,Brighton,False,-1.2,0.08,0.0,0.0,0.02275609149676778,0.08466666666666667,5.0,1080,1160
Wes Burns,Ipswich,MID,34,Newcastle,False,-3.0,0.08,0.0,0.0,0.02275609149676778,0.08381818181818182,15.0,1070,1250
Jesper Lindstrøm,Everton,MID,34,Chelsea,False,-2.75,0.08,0.0007142857142857143,0.0,0.02275609149676778,0.08475862068965517,6.0,1140,1310
Lesley Ugochukwu,Southampton,MID,34,Fulham,True,-1.95,0.08,0.0007142857142857143,0.0,0.02275609149676778,0.08426666666666666,9.0,1050,1150
Crysencio Summerville,West Ham,MID,34,Brighton,False,-1.2,0.07,0.0009821428571428572,0.0,0.02275609149676778,0.07390476190476189,5.0,1080,1160
Lucas Bergvall,Spurs,MID,34,Liverpool,False,-4.5,0.07,0.005117063492063491,0.0,0.02275609149676778,0.0688125,12.0,1090,1370
James Garner,Everton,MID,34,Chelsea,False,-2.75,0.07,0.0,0.0,0.02275609149676778,0.06774193548387096,6.0,1140,1310
Oliver Skipp,Leicester,MID,34,Wolves,False,-0.5,0.07,0.0,0.0,0.02275609149676778,0.06695652173913044,20.0,1080,1120
Christian Eriksen,Man Utd,MID,34,Bournemouth,False,-1.95,0.07,0.0007142857142857143,0.0,0.02275609149676778,0.06661538461538462,3.0,1120,1260
Albert Grønbæk,Southampton,MID,34,Fulham,True,-1.95,0.07,0.0,0.0,0.02275609149676778,0.0705,9.0,1050,1150
Jack Clarke,Ipswich,MID,34,Newcastle,False,-3.0,0.07,0.0,0.0,0.02275609149676778,0.06735714285714285,15.0,1070,1250
Jan Bednarek,Southampton,DEF,34,Fulham,True,-1.95,0.06,0.0,0.0,0.006594470857545343,0.06,9.0,1050,1150
Milos Kerkez,Bournemouth,DEF,34,Man Utd,True,0.25,0.06,1.6339869281045753e-05,0.030016339869281074,0.02610509177257804,0.06,14.0,1130,1160
Kevin Danso,Spurs,DEF,34,Liverpool,False,-4.5,0.06,0.023826770451770455,0.0,0.006594470857545343,0.06,12.0,1090,1370
Nélson Cabral Semedo,Wolves,DEF,34,Leicester,True,-0.1,0.06,0.0,0.0,0.006594470857545343,0.06,11.0,1070,1090
Matt Doherty,Wolves,DEF,34,Leicester,True,-0.1,0.06,0.001,0.0,0.006594470857545343,0.05535483870967741,11.0,1070,1090
Rayan Aït-Nouri,Wolves,DEF,34,Leicester,True,-0.1,0.06,0.009841450216450215,0.0,0.006594470857545343,0.06,11.0,1070,1090
Vitalii Mykolenko,Everton,DEF,34,Chelsea,False,-2.75,0.06,0.0,0.0,0.006594470857545343,0.06,6.0,1140,1310
James Justin,Leicester,DEF,34,Wolves,False,-0.5,0.06,0.0,0.0,0.006594470857545343,0.06,20.0,1080,1120
Jan Paul van Hecke,Brighton,DEF,34,West Ham,True,0.4,0.06,0.0008333333333333333,0.048833333333333374,0.03833613752421204,0.06,19.0,1120,1120
Murillo Santiago Costa dos Santos,Nott'm Forest,DEF,34,Brentford,True,-1.1,0.06,0.004534632034632034,0.0,0.006594470857545343,0.06,4.0,1200,1310
James Tarkowski,Everton,DEF,34,Chelsea,False,-2.75,0.06,0.0014449112978524741,0.0,0.006594470857545343,0.06,6.0,1140,1310
Joël Veltman,Brighton,DEF,34,West Ham,True,0.4,0.06,0.0013333333333333333,0.049333333333333375,0.03866113752421204,0.06,19.0,1120,1120
Sepp van den Berg,Brentford,DEF,34,Nott'm Forest,False,-1.1,0.06,0.0008333333333333333,0.0,0.006594470857545343,0.06,16.0,1080,1190
Jarrad Branthwaite,Everton,DEF,34,Chelsea,False,-2.75,0.06,0.0008333333333333333,0.0,0.006594470857545343,0.06,6.0,1140,1310
