element,position,multiplier,is_captain,is_vice_captain,element_type
15,1,1,False,False,1
211,2,1,False,False,2
395,3,1,False,False,2
361,4,1,False,False,2
199,5,1,False,True,3
398,6,1,False,False,3
182,7,1,False,False,3
585,8,1,False,False,3
82,9,1,False,False,4
755,10,1,False,False,4
401,11,3,True,False,4
347,12,0,False,False,1
17,13,0,False,False,3
18,14,0,False,False,2
44,15,0,False,False,2
