element,position,multiplier,is_captain,is_vice_captain,element_type
235,1,1,False,False,1
231,2,1,False,False,2
3,3,1,False,False,2
350,4,1,False,False,2
270,5,1,False,False,2
71,6,1,False,False,3
514,7,1,False,True,3
23,8,1,False,False,3
129,9,1,False,False,4
351,10,2,True,False,4
755,11,1,False,False,4
308,12,0,False,False,1
182,13,0,False,False,3
54,14,0,False,False,3
211,15,0,False,False,2
