element,position,multiplier,is_captain,is_vice_captain,element_type
201,1,1,False,False,1
495,2,1,False,False,2
311,3,1,False,False,2
255,4,1,False,False,2
366,5,1,False,False,3
317,6,1,False,False,3
328,7,2,True,False,3
54,8,1,False,False,3
503,9,1,False,True,3
58,10,1,False,False,4
401,11,1,False,False,4
308,12,0,False,False,1
129,13,0,False,False,4
116,14,0,False,False,2
275,15,0,False,False,2
