element,position,multiplier,is_captain,is_vice_captain,element_type
15,1,1,False,False,1
211,2,1,False,False,2
18,3,1,False,False,2
395,4,1,False,False,2
182,5,1,False,False,3
199,6,1,False,False,3
17,7,1,False,False,3
585,8,1,False,False,3
82,9,1,False,True,4
401,10,2,True,False,4
755,11,1,False,False,4
347,12,0,False,False,1
398,13,0,False,False,3
361,14,0,False,False,2
44,15,0,False,False,2
