element,position,multiplier,is_captain,is_vice_captain,element_type
15,1,1,False,False,1
231,2,1,False,False,2
3,3,1,False,False,2
533,4,1,False,False,2
182,5,1,False,False,3
99,6,1,False,False,3
328,7,2,True,False,3
372,8,1,False,False,3
54,9,1,False,False,3
541,10,1,False,False,4
82,11,1,False,False,4
308,12,0,False,False,1
4,13,0,False,True,4
355,14,0,False,False,2
270,15,0,False,False,2
