element,position,multiplier,is_captain,is_vice_captain,element_type
235,1,1,False,False,1
311,2,1,False,False,2
3,3,1,False,False,2
211,4,1,False,False,2
23,5,2,True,False,3
71,6,1,False,False,3
182,7,1,False,False,3
54,8,1,False,False,3
328,9,1,False,True,3
129,10,1,False,False,4
58,11,1,False,False,4
308,12,0,False,False,1
321,13,0,False,False,4
231,14,0,False,False,2
270,15,0,False,False,2
741,16,1,False,False,5
