element,position,multiplier,is_captain,is_vice_captain,element_type
235,1,1,False,False,1
311,2,1,False,False,2
231,3,1,False,False,2
211,4,1,False,False,2
54,5,1,False,False,3
328,6,2,True,False,3
398,7,1,False,False,3
182,8,1,False,True,3
321,9,1,False,False,4
58,10,1,False,False,4
129,11,1,False,False,4
308,12,0,False,False,1
71,13,0,False,False,3
3,14,0,False,False,2
270,15,0,False,False,2
742,16,1,False,False,5
