element,position,multiplier,is_captain,is_vice_captain,element_type
347,1,1,False,False,1
355,2,1,False,False,2
311,3,1,False,False,2
18,4,1,False,False,2
78,5,1,False,False,3
99,6,1,False,False,3
54,7,1,False,False,3
17,8,1,False,False,3
82,9,1,False,True,4
351,10,2,True,False,4
4,11,1,False,False,4
308,12,0,False,False,1
608,13,0,False,False,3
231,14,0,False,False,2
270,15,0,False,False,2
