element,position,multiplier,is_captain,is_vice_captain,element_type
347,1,1,False,False,1
355,2,1,False,False,2
311,3,1,False,False,2
533,4,1,False,False,2
99,5,1,False,False,3
372,6,1,False,False,3
182,7,1,False,False,3
328,8,1,False,True,3
541,9,1,False,False,4
4,10,1,False,False,4
82,11,2,True,False,4
308,12,0,False,False,1
54,13,0,False,False,3
231,14,0,False,False,2
270,15,0,False,False,2
